CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;3079232.01;3034506.31;3939645.02;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2022-CVM/SEP:-Nº membros: corresponde à média anual do nº membros apurado mensalmente, com 2 casas decimais.-Nº membros remunerados: nº membros aos com remunerações reconhecidas no resultado do exercício.-Valor maior remuner.: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.-Valor menor remuner.: exclui a remuner. de membros que exerceram o cargo por menos de 12 meses. Valor apurado com a exclusão de membros do órgão.-Valor médio da remuner.: valor total da remuner.anual do órgão dividido pelo nº membros remunerados.
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;2021-12-31;Conselho Fiscal;5.17;5.17;174437.57;174437.57;164402.72;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2022-CVM/SEP:-Nº membros: média anual do nº membros apurado mensalmente, com 2 casas decimais.-Nº membros remunerados: nº membros com remunerações reconhecidas no resultado do exercício.-Valor maior remuner.: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.-Valor menor remuner.: exclui a remuneração de membros que exerceram o cargo por menos de 12 meses. O valor foi apurado com a exclusão de membros do órgão.-Valor médio da remuner.: valor total da remuner.anual do órgão dividido pelo nº membros remunerados. O valor total da remuner.considera todas as remuner.pagas, sem excluir as remuner.dos membros que exerceram o cargo por menos de 12 meses razão pela qual o Valor médio está abaixo do Valor da menor remuner.
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;2.00;96000.00;96000.00;96000.00;
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;1107452.00;457620.00;782536.00;
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;96000.00;96000.00;96000.00;
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1080000.00;480000.00;780000.00;
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;2.00;2.00;96000.00;96000.00;96000.00;
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;900000.00;480000.00;690000.00;
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;120000.00;36000.00;82000.00;
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;120000.00;11000.00;108773.71;
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho Fiscal;6.00;6.00;72000.00;36000.00;54000.00;
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;180000.00;36000.00;81600.00;-
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;890000.00;60000.00;567142.86;-
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;72000.00;36000.00;46285.71;-
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;180000.00;36000.00;81600.00;
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;1020000.00;360000.00;749292.99;
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;72000.00;36000.00;54000.00;
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;1842971.97;978600.00;1194692.99;Os valores relativos à maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.58;4.58;27400677.19;5998803.23;8502864.94;Os valores relativos à maior refere-se a um membro que ficou durante 8 meses na posição.Os valores relativos à  menor remuneração referem-se a membros que atuaram os 12 meses na Companhia.A remuneração média foi calculada considerando todos os membros do  órgão remunerados ao longo do exercício, considerando a proporção de tempo de cada um. O cálculo considera a remuneração total (R$ 38,9 MM) dividida pelo número de membros (4,58).
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;296568.35;296568.35;296568.35;
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.08;5.08;1842972.12;978600.00;1151474.42;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do  órgão remunerados ao longo do exercício.
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;22967742.85;6448003.30;12080009.67;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;282345.20;282345.20;282345.20;Os valores relativos à maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;1806000.00;1061400.00;1328160.00;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;21397238.34;6514283.64;11417390.32;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;253583.12;253583.12;253583.12;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;396000.00;71440.00;281906.67;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;7072811.97;136882.72;2145345.14;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;214320.24;144666.16;191102.16;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;216000.00;17860.00;182977.00;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;5680688.00;627699.00;1931352.00;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;223907.00;223907.00;223907.00;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;216000.00;216000.00;216000.00;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;5325645.00;588468.00;1742479.00;
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;214320.00;214320.00;214320.00;
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;1.00;59760.00;59760.00;59760.00;
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;2.00;2147446.87;931098.86;1539272.87;
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;52000.00;52000.00;52000.00;
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;10.00;2.00;1412353.41;1245379.42;1328866.42;
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;43733.71;43733.71;43733.71;
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;3.00;1569388.73;1084327.61;471364.78;
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;5.33;1187716.02;90000.00;696758.09;. Média realizada utilizando-se o número de membros remunerados. O membro que recebeu a maior remuneração exerceu suas funções durante os 12 meses do ano
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1941048.86;922354.84;1478122.88;
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;1226359.84;80000.00;671205.79;. Média realizada utilizando-se o número de membros remunerados.. O membro que recebeu a maior remuneração exerceu suas funções durante os 12 meses do ano.
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;1385872.59;1385872.59;1370678.98;. Média realizada utilizando-se o número de membros remunerados.. O membro que recebeu a maior remuneração exerceu suas funções durante os 12 meses do ano.
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;1458662.75;144000.00;635480.48;. Média realizada utilizando-se o número de membros remunerados. O membro que recebeu a maior remuneração exerceu suas funções durante os 12 meses do ano
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;2653260.54;1595789.81;2027927.52;. Média realizada utilizando-se o número de membros remunerados. O membro que recebeu a maior remuneração exerceu suas funções durante os 12 meses do ano
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;864909.84;285000.00;481166.56;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;5468004.37;2550033.86;3634211.66;O valor da menor remuneração anual individual está sendo apurado com a exclusão de todos os membros que exerceram o cargo por um período menor do que 12 meses
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;149989.00;140079.00;146686.00;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;720000.00;240000.00;336000.00;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;6294755.79;2598304.05;4202664.54;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;1275.60;1275.60;1275.60;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;696553.00;222024.00;305458.00;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;7436764.46;2008312.64;4772538.55;
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;132807.00;132807.00;132807.00;
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;7883643.17;388153.00;1705001.36;
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;8307711.36;1124104.82;5367250.33;
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;5198749.05;340567.21;1164454.49;Valores reconhecidos em regime de competência.
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;6332423.11;1129023.60;4424804.36;Valores reconhecidos em regime de competência.
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;4.08;5587657.12;84028.30;1477648.47;Valores reconhecidos em regime de competência.
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.58;3.58;9073487.99;551094.06;5613723.46;Valores reconhecidos em regime de competência.
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;2.00;2.00;55965.00;48000.00;51982.50;
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;99120.00;82560.00;90840.00;
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.00;2.00;55965.00;48000.00;51982.50;
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;99120.00;82560.00;90840.00;
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;2.00;2.00;55965.00;52800.00;54382.50;A Empresa não possui Conselho Fiscal
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;87060.00;77280.00;82170.00;
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;2102874.62;481543.20;855086.26;
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;2981178.80;651077.02;1683575.74;
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;101287.04;101287.04;101287.04;
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;795000.00;515000.00;624000.00;Inclui a  remuneração dos 5 membros.
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;3717671.73;1343006.85;1849542.54;Inclui a remuneração variável (Prêmio)
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;84059.76;84059.76;84059.76;Considera a remuneração dos 3 membros titulares
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;372029.76;287540.74;304438.54;Considera a remuneração dos 04 membros.
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;2794753.38;520338.43;1284989.39;Inclui a remuneração variável (Prêmio)
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;70925.38;70925.38;70925.38;Considera a remuneração dos 03 membros titulares.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.30;8.60;2044710.00;979860.00;1143980.23;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.30;5.30;21026470.62;8686550.66;11868329.98;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;352563.67;352563.67;276141.22;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;10.00;2100000.00;630000.00;1026783.38;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;6.25;17700487.60;6317379.74;8911922.53;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;336518.87;229955.00;265466.01;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;11.00;2014166.67;799166.67;970965.91;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.22;6.22;16115758.13;4153438.02;7920326.14;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;244800.00;218566.66;252683.33;O valor da menor remuneração não contempla membros que não permaneceram por 12 meses na função.
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;153550.03;51183.34;132611.39;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;1346991.74;172217.65;860378.16;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;76775.09;31989.62;76775.09;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;135126.29;135126.29;135126.29;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;1260262.76;98917.49;738750.27;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;67563.16;13528.69;64355.39;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2021-01-01;2021-12-31;Conselho de Administração;11.00;11.00;94228.08;15704.68;94140.51;
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2021-01-01;2021-12-31;Conselho Fiscal;4.00;4.00;47113.92;15704.64;47307.47;
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.50;7.50;1986365.93;779400.00;1143554.16;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão (o valor representa 12 meses exercidos pelo membro)A menor remuneração foi apurada excluindo-se os membros que exerceram o cargo por menos de 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.92;5.92;5071278.00;702840.00;3307049.54;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remuneradosA maior remuneração foi apurada sem qualquer exclusão, observado que a maior remuneração foi paga a diretor que permaneceu no cargo por 11 meses, contemplando, o valor pago a título de bônus de retenção. Para mais informações, vide item 8.20.A menor remuneração seguiu os termos do Ofício SEP 1/2024, considerando que apenas 03 diretores exerceram seu respectivo cargo por 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.67;3.00;213120.00;199800.00;204240.00;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão (o valor representa 12 meses exercidos pelo membro)A menor remuneração foi apurada excluindo-se os membros que exerceram o cargo por menos de 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.25;8.25;2016000.00;240000.00;931734.56;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão (o valor representa 12 meses exercidos pelo membro)A menor remuneração foi apurada excluindo-se os membros que exerceram o cargo por menos de 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.17;4.17;8491064.32;1700074.90;4855820.80;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão, observado que a maior remuneração foi paga a diretor que permaneceu no cargo por 11 meses, contemplando, o valor pago a título de bônus de retenção. Para mais informações, vide item 8.20.A menor remuneração seguiu os termos do Ofício SEP 1/2024, considerando que apenas 03 diretores exerceram seu respectivo cargo por 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.25;3.42;188000.00;45000.00;174269.01;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão (o valor representa 12 meses exercidos pelo membro)A menor remuneração foi apurada excluindo-se os membros que exerceram o cargo por menos de 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.17;10.17;1654000.00;720000.00;822833.41;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão (o valor representa 12 meses exercidos pelo membro)A menor remuneração foi apurada excluindo-se os membros que exerceram o cargo por menos de 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.42;4.42;13362281.39;2482278.80;6224812.67;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão, observado que a maior remuneração foi paga a diretor que permaneceu no cargo por 3 meses, contemplando, o valor pago a título de bônus de retenção. Para mais informações, vide item 8.20.A menor remuneração seguiu os termos do Ofício SEP 1/2024, considerando que apenas 03 diretores exerceram seu respectivo cargo por 12 meses.
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;7.50;3.75;188000.00;64000.00;195200.00;A remuneração média do órgão é calculada pelo total da remuneração reportado no item 8.2 dividido pelo número de membros remunerados A maior remuneração foi apurada sem qualquer exclusão (o valor representa 12 meses exercidos pelo membro)A menor remuneração foi apurada excluindo-se os membros que exerceram o cargo por menos de 12 meses.
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;2.00;12000.00;12000.00;12000.00;
