CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;Liderança;251;113;0;0;0
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;Não-liderança;7616;2040;0;0;0
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;Liderança;25;111;0;0;0
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;Não-liderança;49;258;0;0;0
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;Liderança;4;15;0;0;0
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;Não-liderança;50;72;0;0;0
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;Liderança;1691;1525;0;0;0
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;Não-liderança;7039;6316;0;0;0
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;Liderança;519;841;5;13;382
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;Não-liderança;1128;1558;24;21;2930
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;Liderança;30;41;0;0;0
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;Não-liderança;68;92;1;0;1
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;Liderança;8;14;0;0;4
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;Não-liderança;53;60;1;0;7
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;Liderança;0;7;0;0;0
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;Não-liderança;11;17;0;0;0
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;Liderança;42;33;0;0;0
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;Não-liderança;213;104;0;0;0
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;Liderança;47;42;0;0;0
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;Não-liderança;228;203;3;1;1
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;9;19;0;0;0
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;48;13;0;0;0
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;Liderança;0;0;0;0;0
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;Não-liderança;0;0;0;0;0
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;Liderança;6;47;0;0;0
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;Não-liderança;131;1228;0;0;5
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;Liderança;95;589;0;0;0
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;Não-liderança;194;1013;0;0;0
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;Liderança;62;211;0;0;0
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;Não-liderança;496;1866;0;0;0
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;Liderança;0;2;0;0;0
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;Não-liderança;0;0;0;0;1
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;Liderança;13;35;0;0;0
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;Não-liderança;39;255;0;0;0
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Liderança;118;208;0;0;0
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Não-liderança;941;4143;0;0;0
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;Liderança;17;117;0;22;0
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;Não-liderança;268;2329;5;433;7
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;Liderança;627;398;0;0;0
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;Não-liderança;1828;1781;0;0;0
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;Liderança;2;5;0;0;0
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;Não-liderança;14;49;0;0;0
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;Liderança;408;1160;0;0;0
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;Não-liderança;3748;15591;0;0;0
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;Liderança;437;395;0;0;0
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;Não-liderança;3869;2871;0;0;0
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;Liderança;117;140;0;0;0
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;Não-liderança;949;6145;0;0;0
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;Liderança;922;975;0;0;0
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;Não-liderança;8101;10663;0;0;0
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;Liderança;363;93;0;0;0
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;Não-liderança;6715;2124;0;0;0
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Liderança;106;96;0;0;0
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Não-liderança;48;52;0;0;0
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Liderança;43;48;0;0;0
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Não-liderança;164;136;2;1;0
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Liderança;40;168;0;0;0
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Não-liderança;657;4059;0;0;0
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Liderança;88;108;0;0;0
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Não-liderança;1561;1767;0;0;0
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Liderança;7;38;0;0;0
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Não-liderança;122;355;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Liderança;1;2;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Não-liderança;0;6;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Liderança;0;0;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Não-liderança;0;0;0;0;0
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Liderança;289;382;0;0;0
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Não-liderança;1261;1073;0;0;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Liderança;22;154;0;0;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Não-liderança;997;2194;0;0;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Liderança;64;1221;0;0;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Não-liderança;789;7468;0;0;0
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Liderança;170;223;0;0;0
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Não-liderança;4065;2724;0;535;0
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;9;28;0;0;0
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;59;91;0;0;0
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Liderança;36;244;0;0;0
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Não-liderança;542;1843;0;0;0
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Liderança;20;33;0;0;0
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Não-liderança;87;119;0;0;0
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Liderança;304;358;0;18;0
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Não-liderança;3552;2851;0;117;82
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Liderança;4;15;0;0;0
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Não-liderança;17;14;0;0;0
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Liderança;61;451;0;0;0
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Não-liderança;530;4525;0;0;0
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Liderança;27;121;0;0;0
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Não-liderança;173;630;0;0;0
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Liderança;44;152;0;0;0
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Não-liderança;315;630;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Liderança;13;49;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Não-liderança;389;377;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Liderança;13;46;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Não-liderança;325;684;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Liderança;178;556;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Não-liderança;1803;5047;0;0;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Liderança;110;134;0;0;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Não-liderança;394;468;0;0;0
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Liderança;48;73;0;0;0
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Não-liderança;333;506;0;0;0
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Liderança;541;350;0;0;0
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Não-liderança;6267;3705;0;0;0
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Liderança;9;29;0;0;0
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Não-liderança;108;194;0;0;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Liderança;0;3;0;0;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Não-liderança;5;4;0;0;0
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Liderança;324;479;0;0;0
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Não-liderança;2329;3291;0;0;0
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Liderança;12;19;0;0;0
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Não-liderança;25;14;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Liderança;0;5;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Não-liderança;0;1;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Liderança;0;5;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Não-liderança;0;1;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Liderança;6;35;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Não-liderança;32;83;0;0;0
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Liderança;25;152;0;0;0
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Não-liderança;210;1134;0;0;0
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;25;38;0;0;0
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;44;24;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Liderança;278;460;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Não-liderança;16401;16255;0;4;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Liderança;40;46;0;0;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Não-liderança;262;913;0;0;0
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Liderança;78;325;0;0;0
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Não-liderança;560;2502;0;0;0
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Liderança;70;187;0;0;0
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Não-liderança;771;1220;0;0;0
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Liderança;53;158;0;0;0
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Não-liderança;203;455;0;0;0
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Liderança;266;565;0;0;0
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Não-liderança;1117;3979;0;0;0
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Liderança;11;34;0;0;0
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Não-liderança;600;1009;0;0;0
24.962.466/0001-36;2024-12-31;2;139365;RUMO MALHA NORTE S.A.;Liderança;94;189;0;0;0
24.962.466/0001-36;2024-12-31;2;139365;RUMO MALHA NORTE S.A.;Não-liderança;439;1534;0;0;0
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;Liderança;1191;2910;0;0;0
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;Não-liderança;21087;32935;0;0;0
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;Liderança;138;63;0;0;0
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;Não-liderança;5315;1475;0;0;0
25.369.840/0001-57;2024-12-31;4;141606;COMERC ENERGIA S.A.;Liderança;47;90;0;0;0
25.369.840/0001-57;2024-12-31;4;141606;COMERC ENERGIA S.A.;Não-liderança;237;391;0;0;0
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Liderança;0;0;0;29;0
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;1050;0
26.345.998/0001-50;2024-12-31;4;141706;TC S.A.;Liderança;8;35;0;0;0
26.345.998/0001-50;2024-12-31;4;141706;TC S.A.;Não-liderança;43;83;0;0;0
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;43;46;0;0;0
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;56;254;0;0;0
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;Liderança;670;57;0;0;0
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;Não-liderança;3784;148;0;0;0
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Liderança;55;170;0;0;0
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Não-liderança;496;1363;0;0;0
27.743.642/0001-37;2024-12-31;3;141818;CONSTRUTORA METROCASA S.A.;Liderança;0;1;0;0;0
27.743.642/0001-37;2024-12-31;3;141818;CONSTRUTORA METROCASA S.A.;Não-liderança;1;2;0;0;0
28.127.603/0001-78;2024-12-31;4;140465;BANESTES S.A. - BCO EST ESPIRITO SANTO;Liderança;227;299;0;0;0
28.127.603/0001-78;2024-12-31;4;140465;BANESTES S.A. - BCO EST ESPIRITO SANTO;Não-liderança;650;914;0;0;0
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;Liderança;61;153;0;0;0
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;Não-liderança;327;564;0;0;0
28.594.234/0001-23;2024-12-31;7;141751;AUREN ENERGIA S.A.;Liderança;18;29;1;0;38
28.594.234/0001-23;2024-12-31;7;141751;AUREN ENERGIA S.A.;Não-liderança;57;67;1;0;141
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Liderança;9;16;0;0;0
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Não-liderança;19;22;0;0;0
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;Liderança;8;22;0;0;0
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;Não-liderança;56;227;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Liderança;27;60;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Não-liderança;150;1885;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Liderança;80;114;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Não-liderança;224;662;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Liderança;519;1520;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Não-liderança;1527;3009;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Liderança;3;20;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Não-liderança;53;80;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Liderança;51;140;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Não-liderança;235;327;0;0;58
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Liderança;131;358;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Não-liderança;1101;1704;0;0;0
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Liderança;59;175;0;0;2
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Não-liderança;178;538;1;8;13
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Liderança;120;654;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Não-liderança;1535;9270;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Liderança;360;259;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Não-liderança;4153;2910;0;0;3
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Liderança;237;605;0;0;3782
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Não-liderança;953;2918;17;0;31701
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;7;13;0;0;0
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;28;44;0;0;10
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Liderança;490;994;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Não-liderança;16900;19574;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Liderança;234;1336;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Não-liderança;6423;21041;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Liderança;23;98;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Não-liderança;250;1280;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Liderança;47;185;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Não-liderança;516;2892;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Liderança;0;2;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Não-liderança;11;10;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Liderança;65;156;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Não-liderança;1062;1246;0;0;0
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Liderança;104;245;0;0;1
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Não-liderança;702;2860;2;0;6
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;20;33;0;0;0
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;143;236;0;0;0
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Liderança;0;0;0;0;133
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Não-liderança;0;0;0;0;813
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Liderança;439;850;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Não-liderança;2779;5661;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Liderança;197;355;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Não-liderança;279;2224;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Liderança;16;38;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Não-liderança;162;164;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Liderança;4;7;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Não-liderança;109;184;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Liderança;663;1585;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Não-liderança;6981;34392;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Liderança;6;37;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Não-liderança;57;249;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Liderança;30;124;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Não-liderança;328;1861;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Liderança;111;374;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Não-liderança;856;6973;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Liderança;1212;4152;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Não-liderança;15086;46357;0;0;0
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Liderança;1186;3363;0;0;2
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Não-liderança;3407;22216;0;0;2
