CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal - Suplentes;0;4;0;1;0;0;0;N
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria;0;7;0;0;0;0;0;N
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Conselho de Administração - Efetivos;0;4;0;2;0;0;0;N
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Diretoria;0;6;0;1;0;0;0;N
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Diretoria;0;4;0;0;0;0;0;N
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Conselho de Administração - Efetivos;0;2;0;0;0;0;0;N
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;0;0;N
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Diretoria;0;1;0;0;0;0;0;N
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;0;0;N
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Diretoria;0;3;0;0;0;0;0;N
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Conselho de Administração - Efetivos;0;9;0;0;0;0;0;N
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;0;0;N
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal - Suplentes;0;5;0;0;0;0;0;N
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Diretoria;0;10;1;0;0;0;1;N
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;4;N
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;4;N
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Diretoria;0;0;0;0;0;0;2;N
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Diretoria;0;3;0;0;0;0;0;N
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração - Efetivos;0;5;0;2;0;0;0;N
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal - Efetivos;0;2;0;0;0;0;1;N
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal - Suplentes;0;1;0;1;0;0;0;N
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria;0;4;0;0;0;0;1;N
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Diretoria;0;5;0;0;0;0;0;N
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;6;1;0;0;0;0;N
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;2;0;1;0;0;0;N
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Diretoria;0;3;0;1;0;0;0;N
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Diretoria;0;6;0;0;0;0;0;N
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Diretoria;0;2;0;0;0;0;0;N
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;2;N
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;0;0;N
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Diretoria;0;4;0;0;0;0;0;N
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Diretoria;0;1;0;0;0;0;0;N
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Diretoria;0;3;0;0;0;0;0;N
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho de Administração - Efetivos;0;3;0;2;0;0;0;N
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Diretoria;0;3;0;1;0;0;0;N
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho de Administração - Efetivos;0;4;0;1;0;0;0;N
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Diretoria;0;3;0;1;0;0;0;N
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;0;0;N
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Diretoria;0;2;0;0;0;0;0;N
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;2;N
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Diretoria;0;4;0;0;0;0;0;N
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Diretoria;0;2;0;0;0;0;0;N
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Diretoria;0;8;0;0;0;0;0;N
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;5;N
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Diretoria;0;0;0;0;0;0;2;N
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Conselho de Administração - Suplentes;0;4;0;0;0;0;0;N
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Diretoria;0;3;0;0;0;0;0;N
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Conselho de Administração - Efetivos;0;0;0;0;0;0;4;N
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Conselho de Administração - Suplentes;0;0;0;0;0;0;4;N
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;3;N
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Diretoria;0;0;0;0;0;0;2;N
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Efetivos;0;2;0;0;0;0;0;N
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Suplentes;0;1;0;0;0;0;0;N
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Diretoria;0;5;0;1;0;0;1;N
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Diretoria;0;2;0;0;0;1;0;N
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Diretoria;0;2;0;0;0;0;0;N
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;7;N
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Diretoria;0;0;0;0;0;0;5;N
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Diretoria;0;4;0;0;0;0;0;N
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;6;0;N
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;3;0;N
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;3;0;N
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Diretoria;0;0;0;0;0;3;0;N
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho de Administração - Efetivos;0;11;0;0;0;0;0;N
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Diretoria;0;3;0;0;0;0;0;N
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;4;N
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;9;N
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Diretoria;0;0;0;0;0;0;3;N
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;6;N
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;6;N
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Diretoria;0;0;0;0;0;0;3;N
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Diretoria;0;5;0;0;0;0;0;N
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
