CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;2021-01-01;2021-12-31;2929322.05;Conselho de Administração;1.00;847412.92;1.00;314450.38;1270.51;0.00;140358.70;Honorários, previdência privada, assistência médica e odontológica pagos durante o exercício.;391333.33;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;2021-01-01;2021-12-31;2929322.05;Diretoria Estatutária;4.00;2081909.13;4.00;1021148.39;4519.37;0.00;447074.70;Honorários, previdência privada, assistência médica e odontológica pagos durante o exercício.;609166.67;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;2022-01-01;2022-12-31;2618303.43;Conselho de Administração;1.00;1075917.45;1.00;288000.00;1520.16;0.00;205067.29;Honorários, previdência privada, assistência médica e odontológica pagos durante o exercício.;581330.00;0.00;0.00;0.00;0.00;Remuneração variável;0.00;0.00;0.00;
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;2022-01-01;2022-12-31;2618303.43;Diretoria Estatutária;4.00;1542385.98;4.00;761599.92;3760.43;0.00;255271.00;Honorários, previdência privada, assistência médica e odontológica pagos durante o exercício.;521754.63;0.00;0.00;0.00;0.00;Remuneração variável;0.00;0.00;0.00;
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;2023-01-01;2023-12-31;4318487.89;Conselho de Administração;1.00;1089347.75;1.00;311218.68;0.00;0.00;0.00;Honorários, previdência privada, assistência médica e odontológica pagos durante o exercício.;778129.07;0.00;0.00;0.00;0.00;Remuneração variável.;0.00;0.00;0.00;
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;2023-01-01;2023-12-31;4318487.89;Diretoria Estatutária;6.00;3229140.14;6.00;2070649.48;7167.56;0.00;45343.00;Honorários, previdência privada, assistência médica e odontológica pagos durante o exercício.;794892.10;311088.00;0.00;0.00;0.00;Remuneração variável.;0.00;0.00;0.00;
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;5655917.00;Conselho de Administração;8.00;2114728.00;8.00;2114100.00;628.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Não estão incluídos na remuneração total estimada para 2022 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular Anual - 2022 - CVM/SEP. Como disposto no Ofício Circular/Anual-2023-CVM/SEP,   o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") xCforam apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;5655917.00;Diretoria Estatutária;4.00;3541189.00;4.00;2721373.00;152847.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;0.00;0.00;;83642.00;0.00;583327.00;Não estão incluídos na remuneração total estimada para 2022 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular Anual - 2022 - CVM/SEP. Como disposto no Ofício Circular/Anual-2023-CVM/SEP,   o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") xCforam apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;5655917.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;5885612.00;Conselho de Administração;8.00;2160336.00;8.00;2160000.00;336.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Não estão incluídos na remuneração total estimada para 2021 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular Anual - 2022 - CVM/SEP. Como disposto no Ofício Circular/Anual-2023-CVM/SEP,   o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") xCforam apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;5885612.00;Diretoria Estatutária;3.00;3725276.00;3.00;1852761.00;175963.00;0.00;0.00;Não se aplica;1000000.00;0.00;0.00;0.00;0.00;;0.00;0.00;696552.00;Não estão incluídos na remuneração total estimada para 2021 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular Anual - 2022 - CVM/SEP. Como disposto no Ofício Circular/Anual-2023-CVM/SEP,   o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") xCforam apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;5885612.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Como disposto no Ofício Circular/Anual-2023-CVM/SEP,   o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") xCforam apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;4805427.00;Conselho de Administração;3.00;1469916.00;3.00;1469916.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Não estão incluídos na remuneração total estimada para 2023 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular/Anual-2023-CVM/SEP de 28 de fevereiro de 2023.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;4805427.00;Diretoria Estatutária;2.67;3335511.00;2.67;2016532.00;171514.00;0.00;0.00;Não se aplica.;640000.00;0.00;0.00;0.00;0.00;;0.00;0.00;507465.00;Não estão incluídos na remuneração total estimada para 2023 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular/Anual-2023-CVM/SEP de 28 de fevereiro de 2023.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;4805427.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;5211318.00;Conselho de Administração;3.00;1887235.00;3.00;1887000.00;235.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Não estão incluídos na remuneração total estimada para 2024 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular/Anual-2023-CVM/SEP de 28 de fevereiro de 2023.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;5211318.00;Diretoria Estatutária;2.75;3324083.00;1.92;1706478.00;111751.00;0.00;0.00;Não se aplica.;1187440.00;0.00;0.00;0.00;0.00;;68414.00;0.00;250000.00;Não estão incluídos na remuneração total estimada para 2024 - Valores Anuais os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular/Anual-2023-CVM/SEP de 28 de fevereiro de 2023.
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;5211318.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2022-01-01;2022-12-31;43310962.00;Conselho de Administração;7.67;2024862.00;7.67;2024862.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2022-01-01;2022-12-31;43310962.00;Diretoria Estatutária;3.00;40926100.00;3.00;1950000.00;372600.00;0.00;0.00;;7600000.00;0.00;0.00;0.00;0.00;;0.00;0.00;31003500.00;A Companhia esclarece que os valores consignados na referida linha se referem a todos os valores pagos a título de Bônus aos Diretores da Companhia em dinheiro. A parcela dos Bônus paga por meio da outorga de opções de compra de ações da Companhia, no âmbito do Plano de Opções de Ações da Companhia, está consignada na linha referente à remuneração "Baseada em Ações (incluindo opções)".O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2022-01-01;2022-12-31;43310962.00;Conselho Fiscal;3.00;360000.00;3.00;360000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2021-01-01;2021-12-31;16627600.00;Conselho de Administração;7.00;1260000.00;7.00;1260000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2021-01-01;2021-12-31;16627600.00;Diretoria Estatutária;2.75;15007600.00;2.75;1780000.00;303600.00;0.00;0.00;;3500000.00;0.00;0.00;0.00;0.00;;0.00;0.00;9424000.00;A Companhia esclarece que os valores consignados na referida linha se referem a todos os valores pagos a título de Bônus aos Diretores da Companhia em dinheiro. A parcela dos Bônus paga por meio da outorga de opções de compra de ações da Companhia, no âmbito do Plano de Opções de Ações da Companhia, está consignada na linha referente à remuneração "Baseada em Ações (incluindo opções)".O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2021-01-01;2021-12-31;16627600.00;Conselho Fiscal;3.00;360000.00;3.00;360000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2023-01-01;2023-12-31;90465540.00;Conselho de Administração;8.00;13138240.00;8.00;1920000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;11218240.00;A Companhia esclarece que a Política de Remuneração da Companhia vigente até 31 de outubro de 2023 previa a possibilidade de pagamento de remuneração baseada em ações a membros do Conselho de Administração da Companhia, caso aprovado em Assembleia Geral. Conforme consignado na Proposta da Administração para a Assembleia Geral Ordinária da Companhia realizada em 2023, foi incluído, no pacote de remuneração do Conselho de Administração para o referido ano, a possibilidade de serem outorgadas opções de compra de ações da Companhia. Em razão disso, foi instituído, durante o exercício de 2023, ainda na vigência da antiga Política de Remuneração da Companhia, programa de opção de compra de ações para membros do Conselho de Administração, no âmbito do Plano de Opções de Ações da Companhia. O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2023-01-01;2023-12-31;90465540.00;Diretoria Estatutária;3.00;76967300.00;3.00;1950000.00;370800.00;0.00;0.00;;12500000.00;0.00;0.00;0.00;0.00;;0.00;0.00;62146500.00;A Companhia esclarece que os valores consignados na linha se referem a todos os valores pagos a título de Bônus aos Diretores da Companhia em dinheiro. A parcela dos Bônus paga por meio da outorga de opções de compra de ações da Companhia, no âmbito do Plano de Opções de Ações da Companhia, está consignada na linha referente à remuneração "Baseada em Ações (incluindo opções)".O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2023-01-01;2023-12-31;90465540.00;Conselho Fiscal;3.00;360000.00;3.00;360000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2024-01-01;2024-12-31;107788938.00;Conselho de Administração;8.00;14988138.00;8.00;1920000.00;0.00;0.00;13068138.00;A Companhia esclarece que os valores consignados na linha "Outros" correspondem a valores fixos pagos pela Companhia aos membros do Conselho de Administração, quando da investidura nos seus respectivos cargos, como mecanismo de retenção. Tais valores se referem ao período completo de dois anos de mandato para o qual serão eleitos, devendo ser proporcionalmente restituídos à Companhia em caso de interrupção do mandato antes de seu término regular;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2024-01-01;2024-12-31;107788938.00;Diretoria Estatutária;3.00;92320800.00;3.00;1950000.00;370800.00;0.00;0.00;;16209000.00;0.00;0.00;0.00;0.00;;0.00;0.00;73791000.00;A Companhia esclarece que os valores consignados na linha "Bônus" se referem a todos os valores pagos a título de Bônus aos Diretores da Companhia em dinheiro. A parcela do Bônus paga por meio da outorga de opções de compra de ações da Companhia, no âmbito do Plano de Opções de Ações da Companhia, está consignada na linha referente à remuneração "Baseada em Ações (incluindo opções)".O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2024-01-01;2024-12-31;107788938.00;Conselho Fiscal;3.00;480000.00;3.00;480000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros remunerados foi apurado conforme orientação prevista no Ofício Circular Anual da Superintendência de Relações com Empresas. O Total da remuneração não considera os encargos sociais que sejam ônus do empregador, conforme orientação prevista no Ofício Circular CVM/SEP/2024.
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2021-01-01;2021-12-31;52800.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2021-01-01;2021-12-31;52800.00;Diretoria Estatutária;3.00;52800.00;0.00;52800.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;43632.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;43632.00;Diretoria Estatutária;3.00;43632.00;3.00;43632.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2023-01-01;2023-12-31;47304.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2023-01-01;2023-12-31;47304.00;Diretoria Estatutária;3.00;47304.00;3.00;47304.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2024-01-01;2024-12-31;3449000.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.8.b do OFÍCIO CIRCULAR/ANUAL 2023 CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2024-01-01;2024-12-31;3449000.00;Diretoria Estatutária;2.00;3449000.00;2.00;1699906.00;97963.00;0.00;392198.00;Os encargos sociais incidentes sobre a remuneração da diretoria estatutária, que recebe seus rendimentos mensais através do Regime de Honorários, é o INSS. Além disso é retido e recolhido o IRRF.;0.00;1158247.00;0.00;0.00;0.00;;100686.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.8.b do OFÍCIO CIRCULAR/ANUAL 2023 CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2023-01-01;2023-12-31;2676585.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.13.b do OFÍCIO CIRCULAR/ANUAL-2022- CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2023-01-01;2023-12-31;2676585.00;Diretoria Estatutária;2.00;2676585.00;2.00;1319206.00;76024.00;0.00;304364.00;Os encargos sociais incidentes sobre a remuneração da diretoria estatutária, que recebe seus rendimentos mensais através do Regime de Honorários, é o INSS. Além disso é retido e recolhido o IRRF.;0.00;898854.00;0.00;0.00;0.00;;78137.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.13.b do OFÍCIO CIRCULAR/ANUAL-2022- CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2022-01-01;2022-12-31;2833074.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.8.b do OFÍCIO CIRCULAR/ANUAL 2023 CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2022-01-01;2022-12-31;2833074.00;Diretoria Estatutária;2.00;2833074.00;2.00;1119931.00;56561.00;0.00;289035.00;Os encargos sociais incidentes sobre a remuneração da diretoria estatutária, que recebe seus rendimentos mensais através do Regime de Honorários, é o INSS. Além disso é retido e recolhido o IRRF.;0.00;1300351.00;0.00;0.00;0.00;;67196.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.8.b do OFÍCIO CIRCULAR/ANUAL 2023 CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2021-01-01;2021-12-31;2474266.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.13.b do OFÍCIO CIRCULAR/ANUAL-2022- CVM/SEP
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;2021-01-01;2021-12-31;2474266.00;Diretoria Estatutária;2.00;2474266.00;2.00;1087559.00;33783.00;0.00;254180.00;Os encargos sociais incidentes sobre a remuneração da diretoria estatutária, que recebe seus rendimentos mensais através do Regime de Honorários, é o INSS. Além disso é retido e recolhido o IRRF.;0.00;1051150.00;0.00;0.00;0.00;;47594.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma indicada no item 10.2.13.b do OFÍCIO CIRCULAR/ANUAL-2022- CVM/SEP
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2021-01-01;2021-12-31;1220000.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2021-01-01;2021-12-31;1220000.00;Diretoria Estatutária;3.00;1220000.00;3.00;1220000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2022-01-01;2022-12-31;1052000.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2022-01-01;2022-12-31;1052000.00;Diretoria Estatutária;3.00;1052000.00;3.00;1052000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2023-01-01;2023-12-31;936000.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;O Conselho de administração da Companhia não é remunerado.;0.00;0.00;0.00;0.00;0.00;O Conselho de administração da Companhia não é remunerado.;0.00;0.00;0.00;O Conselho de administração da Companhia não é remunerado.
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;2023-01-01;2023-12-31;936000.00;Diretoria Estatutária;2.00;936000.00;2.00;936000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;2250710.00;Diretoria Estatutária;2.00;2250710.00;2.00;2250710.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;1981000.00;Diretoria Estatutária;2.00;1981000.00;2.00;1981000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;2370000.00;Diretoria Estatutária;2.00;2370000.00;2.00;2370000.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;2464800.00;Diretoria Estatutária;2.00;2464800.00;2.00;2464800.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;10000000.00;Conselho de Administração;6.00;1600000.00;6.00;1400000.00;200000.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR ANUAL/CVM/SEP/ 2023 o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;10000000.00;Diretoria Estatutária;6.00;8400000.00;6.00;1600000.00;100000.00;0.00;0.00;;6700000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR ANUAL/CVM/SEP/2023 o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;10000000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR ANUAL/CVM/SEP /2023 o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais, e (ii) os valores registrados na rubrica "outros" se referem aos encargos incidentes sobre a remuneração.
