CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;124337;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-12-16;;2022-01-01;Revisão das informações financeiras trimestrais a partir do período dos três meses findos em 31 de março de 2022, auditoria das demonstrações financeiras a partir do exercício de 2022 e serviços específicos de auditoria.;A remuneração total dos auditores independentes em 2023 foi de R$414 mil pelos serviços prestados à Companhia de auditoria das demonstrações financeiras e revisão das informações financeiras trimestrais.;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;126481;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2022-04-27;;2022-01-01;No último exercício social, os auditores independentes prestaram serviços relacionados à: (i) revisão das informações trimestrais intermediárias correspondentes aos trimestres findos em 31 de março, 30 de junho, 30 de setembro e 31 de dezembro relativas ao exercício social encerrado em 31 de dezembro de 2023.Adicionalmente, no último exercício social, os auditores independentes também prestaram os seguintes serviços às nossas controladas SBF Comércio e FISIA, incluindo: (i) revisão das informações trimestrais intermediárias correspondentes aos trimestres findos em 31 de março, 30 de junho, 30 de setembro e 31 dedezembro relativas ao exercício social encerrado em 31 de dezembro de 2023.;A remuneração dos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi igual ao montante de R$ 1.911.360,00 referente à auditoria e revisão dos períodos estabelecidos acima.;Não aplicável.;Não aplicável.
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;126762;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2021-02-19;;2021-02-19;Os auditores independentes prestaram os seguintes serviços para a Companhia (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, elaboradas de acordo com as práticas contábeis adotadas no Brasil e normas internacionais de relatório financeiro (IFRS), equivalentes as entidades registradas na Comissão de Valores Mobiliários (CVM), com o objetivo de apresentar as demonstrações financeiras consolidadas relativas aos exercícios sociais findos em 31 de dezembro de 2021 (ii) auditoria das demonstrações financeiras individuais e consolidadas pro forma da Companhia relativas ao exercício social findo em 31 de dezembro de 2020 (iii) e revisão das informações trimestrais relativas aos períodos de três meses encerrados em 31 de março de 2021, 30 de junho de 2021, 30 de setembro de 2021 e 31 de março de 2022 e (iii) emissão de carta conforto em conexão com a Oferta Pública Inicial de ações da Companhia.;Serviços descritos no item (i) acima: R$682.216,00 Serviços descritos no item (ii) acima: R$1.442.565,59 Serviços descritos no item (iii) acima: R$521.422,74 / Total dos Honorários: R$ 2.646.204,33;Não aplicável;Não aplicável
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;125178;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000201;002879;Nacional;2022-06-22;;2022-01-01;Auditoria independente das demonstrações financeiras intermediárias e anuais da Companhia.;Serviços de Auditoria anual e revisão trimestral das demonstrações financeiras individuais e consolidadas no valor de R$ 242.000,00 (duzentos e quarenta e dois mil reais), líquidos de quaisquer impostos, taxas, contribuições e demais encargos que incidam sobre os serviços contratados, além das despesas em que viermos a incorrer.;Não houve substituição dos auditores no exercício social de 2023. Na contratação, em 2022, foi considerada a cotação comercial vantajosa em empresa de auditoria de reconhecimento internacional que segue todos os parâmetros de qualidade requeridos.;Não se aplica
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;125916;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2021-10-26;;2022-07-01;Os auditores independentes prestaram o serviço de: (i) auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021, todas preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e as normas internacionais para relatórios financeiros (IFRS) emitidas pelo International Accounting Standards Board e (ii) revisão das informações financeiras trimestrais individuais e consolidadas referentes aos períodos de três, seis e nove meses findos em 31 de março, 30 de junho e 30 de setembro de 2021, 2022 e 2023 contidas nos Formulários de Informações Trimestrais - ITR, elaboradas de acordo com o pronunciamento técnico CPC 21 (R1) - Demonstrações Intermediárias e com a norma internacional "IAS 34 - Interim Financial Reporting" emitida pelo Internacional Accounting Standards Board aplicáveis à elaboração das demonstrações financeiras intermediárias, e apresentadas de forma condizente com as normas expedidas pela CVM.;O montante total da remuneração paga aos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi de R$417.796,36 líquidas de impostos.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;127253;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112001879;002879;Nacional;2023-04-17;;2023-01-01;A Companhia contratou os serviços de seus Auditores Independentes em 17/04/2023, com início das suas atividades em 18/04/2023, para a realização dos seguintes serviços de auditoria independente: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e normas internacionais de relatório financeiro (IFRS), referente ao exercício social encerrados em 31 de dezembro de 2023 em português e inglês (free translation), bem como revisão das informações trimestrais individuais e consolidadas da Companhia, contidas no Formulário de Informações Trimestrais - ITR, preparadas de acordo com o NBC TG 21 (R4) - Demonstração Intermediária e a IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board - IASB e apresentadas de forma condizente com as normas expedidas pela CVM, referentes aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2023.;O seguinte valor foi pago aos auditores independentes como remuneração pelos serviços prestados no exercício social encerrado em 31 de dezembro de 2023: R$1.272.141,78 pela auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício social encerrado em 31 de dezembro de 2023, bem como revisão das informações trimestrais individuais e consolidadas da Companhia referentes aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2023.;Não houve substituição do auditor em relação ao exercício anterior.;Não houve discordância dos auditores independentes
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;125831;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-04-13;;2022-01-01;Os auditores independentes foram contratados para os seguintes serviços para a Companhia auditoria das demonstrações financeiras individuais e consolidadas da Companhia relativas ao exercício social encerrado em 31 de dezembro de 2022 de acordo com as práticas contábeis adotadas no Brasil e as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB ).;Auditoria das Demonstrações Financeiras: R$1.533.491,31Auditoria para carta-conforto de prospecto de emissão pública (CRA): R$1.525.242,16;Não houve substituição dos auditores independentes;Não houve substituição dos auditores independentes
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;126884;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2018-09-01;;2018-09-01;A Ernst & Young Auditores Independentes S.S. ("EY") está contratada para prestar os seguintes serviços para a Companhia: (i) auditoria independente das demonstrações contábeis da Companhia referentes aos exercícios sociais findos em 31 de dezembro de 2023 (ii) serviços de revisão das Informações Trimestrais - ITR da Companhia relativas aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2023, com os respectivos saldos comparativos para os trimestres equivalentes findos em 2022 e 2023 e (iii) outros serviços de revisão.;A remuneração dos auditores independentes, no exercício social de 2023, relativa ao item (i) acima foi de R$216.088,52, relativa ao item (ii) acima foi de R$ 208.650,14 e relativa ao item (iii) acima foi de R$ 141.763,08.;Não aplicável.;Não aplicável.
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;127201;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2020-07-31;;2020-07-31;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) Emissão do relatório de auditora das demonstrações financeiras para o exercício social encerrados em 31 de janeiro de 2022 (ii) auditoria das demonstrações financeiras para os exercícios sociais encerrados em 31 de dezembro de 2022 (iii) revisão das informações contábeis intermediárias para os períodos de três, seis e nove meses findo em 31 de março, 30 de junho e 30 de setembro de 2022.;O montante total da remuneração paga aos auditores independentes foi de R$ 279.883,40 para a auditoria e asseguração das demonstrações financeiras referentes ao exercício social encerrado em 31 de dezembro de 2022.;A mudança foi realizada por motivo de sinergia operacional, uma vez que o auditor independente do acionista controlador da Companhia, o REAG Alpha Fundo de Investimento Financeiro em Ações, também é auditado pela PWC.;Não aplicável
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;127202;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2024-02-27;;2024-02-28;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) Emissão do relatório de auditora das demonstrações financeiras para o exercício social encerrados em 31 de janeiro de 2023 (ii) auditoria das demonstrações financeiras para os exercícios sociais encerrados em 31 de dezembro de 2023 (iii) revisão das informações contábeis intermediárias para os períodos de três, seis e nove meses findo em 31 de março, 30 de junho e 30 de setembro de 2023.;Não aplicável;Não aplicável;Não Aplicável
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;123887;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2005-08-16;;2005-08-16;Os serviços contratados compreendem: (i)auditoria sobre as demonstrações financeiras da Companhia, relativa ao exercício findo em 31 de dezembro de 2022 e revisão dos trimestres findos em março, junho e setembro de 2023(ii)emissão de relatório de auditoria sobre as demonstrações financeiras da Companhia para o exercício findo em 31 de dezembro de 2023 e relatórios de revisões trimestrais de março, junho e setembro de 2023.;Para a execução dos serviços descritos nos itens (i) a (ii) acima os honorários são de R$ 417.345,25 (quatrocentos e dezessete mil trezentos e quarenta e cinco reais e vinte e cinco centavos).;N/A;N/A
14.292.540/0001-09;2024-12-31;2;139364;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;125490;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2020-11-01;;2021-01-01;Os serviços contratados compreendem: (i) a auditoria das demonstrações financeiras individuais e consolidadas da Companhia relativas aos exercícios sociais encerrados em 31 de dezembro de 2022, 2021 e 2020, todas preparadas de acordo com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB), examinando também a Demonstração do Valor Adicionado (DVA), cuja apresentação é exigida pela legislação societária brasileira e como informação suplementar pelas IFRS emitidas pelo IASB, que não requerem a apresentação da DVA e (ii) a revisão das informações financeiras intermediárias individuais e consolidadas referentes ao período de três meses findo em 31 de março de 2023 e ao período de seis meses findo em 31 de junho de 2023.;Total da remuneração paga aos auditores independentes em relação ao exercício social encerrado em 31 de dezembro de 2023: R$617.820,99, sendo que a totalidade do valor foi dispendida com serviços de auditoria das demonstrações financeiras.;Não houve substituição dos auditores independentes.;Não aplicável, uma vez que não houve substituição dos auditores independentes.
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;127244;KPMG Auditores Independentes Ltda;;57755217000986;004189;Nacional;2004-12-16;;2004-12-16;A KPMG presta serviços de auditoria nas demonstrações financeiras da Companhia desde 2005. Com relação especificamente aos últimos três exercícios sociais, segue abaixo o detalhamento dos serviços prestados:(i) Auditoria das Demonstrações Financeiras Individuais e Consolidadas da Companhia, referente ao exercício encerrado em 31 de dezembro de 2023, elaboradas de acordo com as práticas contábeis adotadas no Brasil aplicáveis às instituições autorizadas a funcionar pelo Banco Central do Brasil ("Banco Central" e "BACEN GAAP")(ii) Auditoria das Demonstrações Financeiras Consolidadas do Conglomerado Prudencial da Companhia, referente ao exercício encerrado em 31 de dezembro de 2023 e elaboradas de acordo com o BACEN GAAP(iii) Auditoria das Demonstrações Financeiras elaborada de acordo com as Práticas Contábeis Internacionais ("IFRS") referente ao exercício encerrado em 31 de dezembro de 2023 (iv) Revisão das informações trimestrais referentes aos períodos findos em 31 de março, 30 de junho, 30 de setembro e 31 de dezembro de 2023 elaboradas de acordo com o BACEN GAAP e(v) Revisão de pareceres de assessores jurídicos e declarações elaboradas pela Administração da Companhia, acompanhamento em reuniões e discussões com a equipe da auditoria, elaboração de testes específicos, execução de procedimentos substantivos adicionais com o objetivo de concluir sobre a integridade, precisão e valorização das operações de crédito abrangendo a movimentação das liberações, liquidações e apropriação de juros, revisão do valor justo dos investimentos do Grupo Segurador preparado pela Administração, análise qualitativa dos procedimentos de cálculo de impairment elaborado pela Administração sob a ótica da norma IFRS 9.;No exercício findo em 31 de dezembro de 2023, os auditores independentes receberam honorários que totalizaram o valor de R$ 1.135.672,64, segregados da seguinte forma:- Serviços de auditoria das demonstrações financeiras da Companhia, no montante de R$ 1.135.672,64;N/A;N/A
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;124794;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2020-09-22;;2020-09-22;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) auditoria das demonstrações financeiras referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021 e (ii) emissão de carta conforto em conexão com a oferta pública inicial de ações da Companhia.;O montante total da remuneração paga aos auditores independentes no exercício encerrado em 31 de dezembro de 2023 foi de R$  888,9 mil.;A Companhia optou pela substituição em função do longo relacionamento que a Companhia possui com o auditor anterior, e entende ser saudável a rotação com um ciclo de antecipação, assim como por condições comerciais que, nesse momento, estão mais coerentes com a estratégia da Companhia.;N/A
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;124795;Grant Thornton Auditores Independentes Ltda;;10830108000165;011274;Nacional;2024-04-15;;2024-04-15;Os auditores independentes foram contratados para prestar serviço de auditoria das demonstrações financeiras referentes ao exercício social a ser encerrado em 31 de dezembro de 2024.;N/A;N/A;N/A
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;127203;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2020-02-21;;2020-01-01;Serviço de auditoria independente, contemplando: (i) auditoria independente das demonstrações financeiras dos exercícios sociais encerrados em 31 de dezembro de 2023, com base nas Normas e Procedimentos Contábeis adotados no Brasil e a emissão de Relatório do Auditor Independente das Demonstrações Financeiras (ii) revisão limitada das informações contábeis intermediárias, individuais e consolidadas, e emissão de Relatório de Revisão Especial de informações Trimestrais (ITRs) relativas aos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2023 e (iii) prestação de serviços de revisão de números e emissão de carta conforto no âmbito de oferta pública de valores mobiliários.;Exercício social encerrado em 31 de dezembro de 2023: R$ 331.160,35.;N/A;N/A
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;126190;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2021-04-30;;2021-01-01;Auditoria independente das demonstrações contábeis. A PricewaterhouseCoopers Auditores Independentes Ltda. foi contratada para o exame e a auditoria das demonstrações financeiras relativas aos exercícios sociais findos em 31 de dezembro de 2021, 2022 e 2023, já considerando, no caso das demonstrações relativas ao exercício de 2023, também os trabalhos referentes à adequação das demonstrações financeiras para os fins do pedido de registro da Companhia como emissora de valores mobiliários na CVM.Adicionalmente, a PricewaterhouseCoopers Auditores Independentes Ltda. também foi contratada para a revisão das informações trimestrais - ITR referentes aos períodos findos em 31 de março de 2024, 30 de junho de 2024 e 30 de setembro de 2024.;Com relação aos trabalhos de auditoria referentes às demonstrações financeiras relativas ao exercício social findo em 2023, já considerando a adequação para fins do pedido de registro da Companhia como emissora na CVM, foram pagos o montante de: R$ 704.396,00.;Não aplicável.;Não aplicável.
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;124815;BINAH SP AUDITORES INDEPENDENTES;;47174537000131;007366;Nacional;2019-04-02;;2019-04-02;Serviços de Auditoria das Demonstrações Financeiras.;O montante total da remuneração dos auditores independentes no exercício social findo findo em 31 de dezembro de 2021 foi de R$ 160.440,00 (Cento e sessenta mil quatrocentos e quarenta reais), no exercício de 2022 o valor foi de R$ 175.520,00 (Cento e setenta mil quinhentos e vinte reais.) e no exercício de 2023 foi de R$ 188.300,00 (Cento e oitenta e oito mil e trezentos reais)  e refere-se exclusivamente a serviços de Auditoria.;Rescisão Contratual.;Não Há.
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;124816;OPINION AUDITORES INDEPENDENTES EPP;;65082513000134;005223;Nacional;2024-04-02;;2024-01-01;Auditoria das demonstrações contábeis a partir da revisão das informações trimestrais (ITRs) do primeiro trimestre de 2024.;Não se aplica;Atendimento ao disposto no art. 28 da Resolução CVM nº 23/2021 em razão do rodízio obrigatório de auditores independentes após o decurso do prazo de 5 anos previsto na referida regulamentação.;Não houve discordância apresentada pelo auditor substituído.
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;127241;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2020-01-01;;2020-01-01;2023: (i) Auditoria das demonstrações financeiras anuais, individuais e consolidadas e revisão das Informações Trimestrais (ITR), preparadas de acordo com as práticas contábeis adotadas no Brasil e as normas internacionais de relatório financeiro (IFRS), emitidas pelo International Accounting Standard Board (IASB);A remuneração da KPMG Auditores Independentes pelos serviços prestados no exercício de 2023 foi de R$ 1.192,0 milhões, sendo o montante em conexão com serviços de auditoria das demonstrações financeiras anuais, individuais consolidadas, e revisão das Informações Trimestrais (ITR).;N/A;N/A
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;125557;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2023-04-27;;2023-03-31;Prestação de serviços de auditoria, com a finalidade de emitir relatório sobre as demonstrações financeiras individuais e consolidadas da Companhia. Também foi contratada para emitir relatório do auditor em Inglês para as demonstrações financeiras individuais e consolidadas traduzidas para o Inglês ref. ao exercício social encerrado em 31 de dezembro de 2023, bem como fazer a revisão e emitir um relatório sobre as informações financeiras intermediárias não auditadas da Companhia dos trimestres.;Montante dos honorários para o serviço de auditoria externa para 2023: R$ 391.940,17.;N/A;N/A
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;124867;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000201;002879;Nacional;2023-01-01;;2023-01-01;Auditoria independente das demonstrações contábeis. A PricewaterhouseCoopers Auditores Independentes foi contratada para o exame das demonstrações financeiras relativas a partir do primeiro trimestre de 2023.;R$ 99.451,00;Não Aplicável;Não Aplicável
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;124172;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2020-05-08;;2020-05-08;Prestação de serviços profissionais de auditoria externa: (i) das Demonstrações Financeiras da Companhia, referente ao exercício findo em 31 de dezembro de 2023  preparadas de acordo com as práticas contábeis adotadas no Brasil incluindo os pronunciamentos, interpretações e orientações emitidos pelo Comitê de Pronunciamentos Contábeis (CPC),  aprovadas pela Comissão de Valores Mobiliários - CVM e as normas internacionais de relatório financeiro (International Financial Reporting Standards (IFRS)), emitidas pelo International Accounting Standards Board ("IASB") e (ii) revisão das Informações Contábeis Intermediárias Trimestrais da Companhia dos períodos findos em 31 de março de 2023, 30 de junho de 2023 e 30 de setembro de 2023, preparadas de acordo com as normas brasileiras e internacionais de revisão de informações intermediárias (NBC TR 2410 - Revisão de Informações Intermediárias Executadas pelo Auditor da Entidade e ISRE2410 - Review of Interim Financial Information Performed by the Independent Auditor of the Entity).;No exercício social findo em 31 de dezembro de 2023, a PricewaterhouseCoopers Auditores Independentes recebeu honorários que totalizam R$ 171 (R$ mil) sobre os serviços profisionais de auditoria externa da Companhia.;Não aplicável.;Não aplicável.
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;124431;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-09-09;;2023-01-01;Auditoria das demonstrações financeiras consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021, a serem preparadas de acordo com as normas internacionais de contabilidade- IFRS emitidas pela IASB.;No exercício social encerrado em 31 de dezembro de 2023, os auditores independentes receberam honorários que totalizaram o valor de R$2.739.337,01.;Não aplicável.;Não aplicável.
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;124432;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2020-11-01;;2021-01-01;Auditoria das demonstrações financeiras consolidadas referentes ao exercício social encerrado em 31 de dezembro de 2020, a serem preparadas de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards ("IFRS") emitidas pelo International Accounting Standards Board "IASB").;No exercício social encerrado em 31 de dezembro de 2020, os auditores independentes receberam honorários que totalizaram o valor de R$152.787,00. ;Não aplicável.;Não aplicável.
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;124608;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2022-01-01;;2022-01-01;Auditoria das Demonstrações Financeiras para os exercícios sociais findos em 31/12/2022, 31/12/2023, 31/12/2024 e revisão especial das informações trimestrais destes exercícios.;Os honorários pelos serviços para o triênio, são equivalentes a R$ 781.365,00 (setecentos e oitenta e um mil, trezentos e sessenta e cinco reais).;Não se aplica.;Não se aplica.
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;125123;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000390;004189;Nacional;2017-07-01;;2017-07-01;Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeirassocietárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estãoapresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e asespecificidades do Setor Elétrico Brasileiro. A seguir, o escopo detalhado dos serviços da KPMG:1. Revisão das Informações Financeiras trimestrais2. Auditoria das Demonstrações Financeiras anuais3. Revisão do Relatório de Controle Patrimonial - RCP4. Auditoria das Demonstrações Financeiras Regulatórias5. Auditoria do Fluxo de Caixa Dividendos6. Tradução demonstrativo em inglês.;Para o exercício social encerrado em 31 de dezembro de 2021, a Companhia declara que mantém contratos com a KPMG, firmado em 01/07/2017, com vigência de 36 meses, prorrogado em 29/06/2020 por mais 12 meses e firmado em 06/07/2021, Em 2021, a KPMG Auditores Independentes prestou serviços de auditoria pelo montante de R$ 996.486,38, dos quais R$ 881.053,58 referem-se à auditoria das demonstrações financeiras (incluindo revisões trimestrais), R$ 62.848,38 referem- se à auditoria das demonstrações regulatórias, R$ 19.239,30 referem- se à auditoria do relatório de controle patrimonial, R$ 13.681,28 referem- se à auditoria do fluxo de caixa dividendos e R$ 19.666,84 referem- se à tradução do demonstrativo em inglês.;Não aplicável;Não aplicável.
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;125124;Deloitte Touche Tohmatsu Auditores Independentes Ltda;;49928567000200;003859;Nacional;2022-03-01;;2022-03-01;A Companhia comunicou aos seus acionistas e ao mercado em geral em 13 de abril de 2021, que foi aprovado pelo Conselho de Administração da Companhia, em reunião realizada em 24 de março de 2021, a contratação da Deloitte Touche Tohmatsu Auditores Independentes ("Deloitte"), CNPJ nº 49.928.567/0002-00 em substituição à KPMG Auditores Independentes ("KPMG") para prestação do serviço de Auditoria Externa.  Em atendimento à Resolução CVM nº 162/2022, informamos que no exercício social encerrado em 31 de dezembro de 2022, a Companhia declara que mantém contrato com a Deloitte Touche Tohmatsu Auditores Independentes ("Deloitte"), firmado em 01/03/2022, com vigência até 31/03/2027.Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeiras societárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estão apresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e as especificidades do Setor Elétrico Brasileiro. A seguir, o escopo detalhado dos serviços da DELOITTE:1. Revisão das Informações Financeiras trimestrais2. Auditoria das Demonstrações Financeiras anuais3. Revisão do Relatório de Controle Patrimonial - RCP4. Auditoria das Demonstrações Financeiras Regulatórias5. Auditoria do fluxo de caixa dividendos e6. Revisão da tradução das Demonstrações Financeiras em inglês.;Em 2023, a Deloitte prestou serviços de auditoria pelo montante de R$ 844.942,00, dos quais R$ 705.779,00 referem-se à auditoria das demonstrações financeiras (incluindo revisões trimestrais), R$ 44.445,00 referem- se à auditoria das demonstrações regulatórias, R$ 33.777,00 referem-se à auditoria do relatório de controle patrimonial, R$ 33.777,00 referem-se à auditoria do fluxo de caixa dividendos e R$ 27.164,00 referem-se à tradução do demonstrativo em inglês.;Rotatividade dos auditores independentes , previsa pelo art.31 da Instrução 308 da CVM.;NA
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;124737;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000473;002879;Nacional;2022-01-01;;2022-01-01;Serviço de auditoria externa, tendo como objeto: Examinar o balanço patrimonial dos exercícios findos em 31 de dezembro de 2022, 2023 e 2024 e as correspondentes demonstrações do resultado, do resultado abrangente das mutações do patrimônio líquido, dos fluxos de caixa e do valor adicionado, dos exercícios a findarem nessas datas, incluindo as respectivas notas explicativas, preparados de acordo com as práticas contábeis adotadas no Brasil, bem como o balanço patrimonial consolidado de Cia Ferro Ligas da Bahia - FERBASA e empresas controladas em 31 de dezembro de 2022, 2023 e 2024, as demonstrações consolidadas do resultado, do resultado abrangente, dos fluxos de caixa e do valor adicionado do exercício a findar nessa data, incluindo as respectivas notas explicativas, de acordo com as normas internacionais de relatório financeiro - IFRS emitidas pelo International Accounting Standards Board (IASB) e de acordo com as práticas contábeis adotadas no Brasil. Os exames serão conduzidos com o objetivo de expressar a opinião sobre as demonstrações financeiras.;Honorário referente ao exercício de 2023, no montante de 431.985,80 (quatrocentos e trinta e um mil novecentos e oitenta e cinco reais e oitenta centavos).;Não se aplica.;Não se aplica.
