CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Gustavo Henrique Paganoto Moscatelli;Diretor Presidente/Relações com Investidores
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Fernando Tadeu Perez;Diretor Presidente
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Anderson Luis Hiraoka;Diretor de Relações com Investidores
08.070.508/0001-78;2024-03-31;5;140402;RAIZEN ENERGIA S.A.;Francis Vernon Queen Neto;Diretor Presidente
08.070.508/0001-78;2024-03-31;5;140402;RAIZEN ENERGIA S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Marcos Bulle Lopes;Diretor Presidente
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Cyro Naufel Filho;Diretor de Relações com Investidores
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Roberto Correa Barbuti;Diretor Presidente
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Felipe Rath Fingerl;Diretor de Relações com Investidores
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Douglas Ronan Casagrande da Silva;Diretor de Relações com Investidores
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Denio Alves Lindo;Diretor Presidente
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Bruno Silva Carvalho de Souza Leão;Diretor de Relações com Investidores
08.213.823/0001-07;2024-12-31;3;139430;AURA ALMAS MINERAÇÃO S.A.;Gabriel Sapucaia;Diretor Presidente
08.213.823/0001-07;2024-12-31;3;139430;AURA ALMAS MINERAÇÃO S.A.;NATASHA UTESCHER;Diretor de Relações com Investidores
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;OTÁVIO JORGE CARVALHO RIBEIRO;Diretor Presidente
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;FABIO MONTE DE CAMARGO;Diretor de Relações com Investidores
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;ADILSON AUGUSTO MARTINS JÚNIOR;Diretor Presidente
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;MARA BOAVENTURA DIAS;Diretor de Relações com Investidores
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;SILVIO ERNESTO ZARZUR;Diretor Presidente
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;ANTÔNIO EMÍLIO CLEMENTE FUGAZZA;Diretor de Relações com Investidores
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Paulo Oliveira Motta Junior;Diretor Presidente
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Gustavo de Marchi Galvão Oliveira;Diretor de Relações com Investidores
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Renato Henrique Pretti;Diretor Presidente
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Fabiana Carvalho Lopes;Diretor Presidente
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Renato de Almeida Rocha;Diretor de Relações com Investidores
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Rafael Nazareth Menin Teixeira de Souza e Eduardo Fischer Teixeira de Souza;Diretor Presidente
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Ricardo Paixão Pinto Rodrigues;Diretor de Relações com Investidores
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Paulo Roberto de Godoy Pereira;Diretor Presidente
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;José Luiz de Godoy Pereira;Diretor de Relações com Investidores
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Carlos Henrique Delmonaco;Diretor Presidente
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Marcos Aurélio Faccioli;Diretor de Relações com Investidores
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;André Michel Farber;Diretor Presidente
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Luis Miguel Ferreira Cafruni;Diretor de Relações com Investidores
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;JARBAS GUIMARÃES JUNIOR;Diretor Presidente
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;RUY MANUEL SIMOES DE CARVALHO TURZA FERREIRA;Diretor de Relações com Investidores
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;XinJian Chen;Diretor Presidente
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;YueHui Pan;Diretor de Relações com Investidores
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Yi Li;Diretor de Relações com Investidores
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Riberto José Barbanera;Diretor Presidente
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Sergio Ros Brasil Pinto;Diretor Presidente
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Vitor Hugo Alexandrino da Silva;Diretor de Relações com Investidores
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;José Fernando Navarrete Pena;Diretor Presidente
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Marcos Roberto Silva;Diretor de Relações com Investidores
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;André Luiz Rosa Rezende;Diretor Presidente/Relações com Investidores
08.613.550/0001-98;2024-12-31;3;141354;NEXPE PARTICIPAÇÕES S.A;DANIEL ABRAMANT GUERBATIN;Diretor Presidente/Relações com Investidores
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Marcio Snioka;Diretor de Relações com Investidores
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Francisco José Ritondaro;Diretor Presidente
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Djalma Pereira da Silva;Diretor Presidente
08.769.451/0001-08;2024-12-31;3;139459;VIRGO COMPANHIA DE SECURITIZAÇÃO;DANIEL MONTEIRO COELHO DE MAGALHÃES;Diretor Presidente/Relações com Investidores
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;Adriano Fernandes Nascentes;Diretor de Relações com Investidores
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;Claudio Ribeiro da Silva Neto;Diretor Presidente
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;Rodrigo Caldas;Diretor Presidente
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;Marcos Guedes;Diretor de Relações com Investidores
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;José Ricardo Elbel Simão;Diretor Presidente/Relações com Investidores
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;Fabio Lewkowicz;Diretor Presidente
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;Carlos Miguel de Oliveira Martins Borges Alves;Diretor de Relações com Investidores
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;Fabio Elias Cury;Diretor Presidente
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;Ronaldo Cury de Capua;Diretor de Relações com Investidores
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;THIAGO KIYOSHI VIEIRA MURAMATSU;Diretor Presidente
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;HECTOR BRUNO FRANCO DE CARVALHO LEITÃO;Diretor de Relações com Investidores
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;Eduardo Parente Menezes;Diretor Presidente
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;Rossano Marques Leandro;Diretor de Relações com Investidores
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;Jorge Cury Neto;Diretor Presidente
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;Fernando Salomão;Diretor de Relações com Investidores
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;JOSE RENATO RICCIARDI;Diretor Presidente
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;ALEXANDRE TUJISOKI;Diretor de Relações com Investidores
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;BERNARDO MONTEIRO LOBATO ZERKOWSKI FIGUEIREDO;Diretor de Relações com Investidores
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;BRENDON AZEVEDO RAMOS;Diretor Presidente
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Redamés Andrade Casseb;Diretor Presidente
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;André Pires de Oliveira Dias;Diretor de Relações com Investidores
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente/Relações com Investidores
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Fabio Itikawa;Diretor de Relações com Investidores
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;Fabio Itikawa;Diretor de Relações com Investidores
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Hugo Rafael Mitz;Diretor de Relações com Investidores
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Estatuto Social da Companhia não prevê o cargo de Diretor Presidente;Diretor Presidente
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;Enéas Garcia Diniz;Diretor Presidente
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;Pedro Barros Mercadante Oliva;Diretor de Relações com Investidores
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;Carlos Rodrigues de Campos Mello Júnior;Diretor Presidente
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Tobias Reis Monteiro;Diretor Presidente
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Emiliano Furlan Stipanicic Spyer;Diretor de Relações com Investidores
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;Alberto de Pinho Novo Junior;Diretor de Relações com Investidores
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Sérgio Fischer Teixeira de Souza;Diretor Presidente
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;André Luiz de Ávila Vitória;Diretor de Relações com Investidores
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;Pedro Santos Ripper;Diretor Presidente
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;André Pinheiro Veloso;Diretor de Relações com Investidores
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;José Roberto Correa Teixeira Ferraz;Diretor Presidente
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;Rafael Moisés Franco Pereira da Costa;Diretor de Relações com Investidores
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;Nelson Alvarenga Filho;Diretor Presidente
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;Juliana Regina Guerra;Diretor de Relações com Investidores
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;HAMILTON AMADEO;Diretor Presidente
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;HAMILTON AMADEO;Diretor de Relações com Investidores
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Marcio Mario Zidan;Diretor Presidente
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Thiago Meira Coelho Lemgruber Porto;Diretor Presidente
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Ivan Ribeiro Zarur;Diretor de Relações com Investidores
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;Flavio Nogueira Pinheiro de Andrade;Diretor Presidente
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;Eduardo de Toledo;Diretor de Relações com Investidores
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Cristiano Ciriaco Delgado;Diretor Presidente
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Luiz Cancelier;Diretor de Relações com Investidores
09.146.451/0001-06;2024-12-31;4;141532;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;RAPHAEL ESPER KALLAS;Diretor Presidente/Relações com Investidores
09.149.503/0001-06;2024-12-31;1;138835;SERENA GERAÇÃO S.A.;ANDREA SZTAJN;Diretor de Relações com Investidores
09.149.503/0001-06;2024-12-31;1;138835;SERENA GERAÇÃO S.A.;THIAGO TRINDADE LINHARES;Diretor Presidente
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Luis Carlos Martinez Romero;Diretor Presidente
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Maria Elsa Alba Bernhoeft;Diretor de Relações com Investidores
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;Alessandro Pena da Gama;Diretor Presidente
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;Fábio Tadeu Marchiori Gama;Diretor de Relações com Investidores
09.267.996/0001-70;2024-12-31;2;139356;YUNY INCORPORADORA HOLDING S.A.;Marcelo Mariz de Oliveira Yunes;Diretor Presidente
09.267.996/0001-70;2024-12-31;2;139356;YUNY INCORPORADORA HOLDING S.A.;Filipe Guilherme Feliciano Soares;Diretor de Relações com Investidores
09.288.252/0001-32;2024-12-31;5;141714;ANIMA HOLDING S.A.;Marcelo Battistella Bueno;Diretor Presidente
09.288.252/0001-32;2024-12-31;5;141714;ANIMA HOLDING S.A.;Marina Oehling Gelman;Diretor de Relações com Investidores
09.288.252/0001-32;2024-12-31;5;141714;ANIMA HOLDING S.A.;Paula Maria Harraca;Diretor Presidente
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;Joaquim Pedro Andrés Ribeiro;Diretor Presidente
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;Daniela de Campos Pires Denne;Diretor de Relações com Investidores
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;Alexandre Wagner Malfitani;Diretor de Relações com Investidores
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;John Peter Rodgerson;Diretor Presidente
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;Alisson de Almeida Freire;Diretor Presidente
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;Alisson de Almeida Freire;Diretor Presidente
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;Alisson de Almeida Freire;Diretor Presidente
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;ALISSON DE ALMEIDA FREIRE;Diretor Presidente
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;NILTON LEONARDO FERNANDES DE OLIVEIRA;Diretor de Relações com Investidores
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;Alisson de Almeida Freire;Diretor Presidente
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;Gilson Finkelsztain;Diretor Presidente
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;André Veiga Milanez;Diretor de Relações com Investidores
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;ALEXANDRE GUERRERO MARTINS;Diretor Presidente
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;RICARDO DE ALMEIDA WINANDY;Diretor de Relações com Investidores
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;ALESSANDRA QUAGLIUOLO MARINHEIRO;Diretor Presidente/Relações com Investidores
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;Gabriel Marinho de Farias;Diretor de Relações com Investidores
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;Gilberto Luis Peixoto dos Santos Filho;Diretor Presidente
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;CAIO POMPEU DE SOUZA BRASIL NETO;Diretor Presidente/Relações com Investidores
09.414.761/0001-64;2024-12-31;3;141468;K-INFRA RODOVIA DO AÇO S.A.;Ismael Rosa;Diretor Presidente/Relações com Investidores
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;Vitor Cuminato Filho;Diretor de Relações com Investidores
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;Milton Steagall;Diretor Presidente
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;FABRÍCIO RESENDE FONSECA;Diretor Presidente
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;PEDRO BORGES PETERSEN;Diretor de Relações com Investidores
09.538.973/0001-53;2024-12-31;3;141901;PDG COMPANHIA SECURITIZADORA;Augusto Alves dos Reis Neto;Diretor Presidente/Relações com Investidores
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;RICARDO DE ABREU SAMPAIO CYRINO;Diretor Presidente
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;CLAUDINE FURTADO ANCHITE;Diretor de Relações com Investidores
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Ednilson de Oliveira Almeida;Diretor Presidente
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Bruno Panissoli Capute;Diretor de Relações com Investidores
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;RICARDO DE ABREU SAMPAIO CYRINO;Diretor Presidente
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;CLAUDINE FURTADO ANCHITE;Diretor de Relações com Investidores
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;Marcelo Giovanetti D'Arienzo;Diretor Presidente
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;Alexandre Magno da Cruz Oliveira Filho;Diretor de Relações com Investidores
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;Jean Carlo Klaumann;Diretor Presidente
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;Aury Ronan Francisco;Diretor de Relações com Investidores
10.215.988/0001-60;2024-12-31;1;138762;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;BRUNO SEBASTIAN LASANSKY;Diretor Presidente
10.215.988/0001-60;2024-12-31;1;138762;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;RODRIGO TAVARES GONÇALVES DE SOUSA;Diretor de Relações com Investidores
10.234.027/0001-00;2024-12-31;1;138218;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Gabriel Mussi Moraes;Diretor Presidente
10.234.027/0001-00;2024-12-31;1;138218;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
10.240.186/0001-00;2024-12-31;1;138207;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;MAURÍCIO PEREZ BOTELHO;Diretor de Relações com Investidores
10.240.186/0001-00;2024-12-31;1;138207;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;GABRIEL MUSSI MORAES;Diretor Presidente
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;Roberto Luiz Jatahy Gonçalves;Diretor Presidente
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;Gabriel Silva Lobo Leite;Diretor de Relações com Investidores
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;Adriana  Vilela Montenegro Felipetto;Diretor Presidente
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;Rodrigo Pinheiro Andrade;Diretor de Relações com Investidores
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;Bruno Francisco Muehlbauer;Diretor Presidente
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Guilherme Walder Mora Ramalho;Diretor Presidente
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Herbert Adriano Quirino dos Santos;Diretor de Relações com Investidores
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Fabiano Uchoas Ribeiro;Diretor Presidente
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Renato de Almeida Rocha;Diretor de Relações com Investidores
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;Leonardo de Souza Carvalho;Diretor de Relações com Investidores
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;João Carlos Falbo Mansur;Diretor Presidente
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;Ismail Cristiano de Souza Moutinho;Diretor de Relações com Investidores
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;Ricardo Kassardjian;Diretor Presidente
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;Gabriel Freitas Moreira da Silva;Diretor Presidente
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;Emiliano Furlan Stipanicic Spyer;Diretor de Relações com Investidores
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;Alberto de Pinho Novo Junior;Diretor de Relações com Investidores
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;RENÉ PINTO DA SILVA;Diretor Presidente
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;GILSON DE OLIVEIRA CARVALHO;Diretor de Relações com Investidores
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;José Roberto Diniz Santos;Diretor de Relações com Investidores
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;José Felipe Diniz;Diretor Presidente
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;Roberto Bernardes Monteiro;Diretor Presidente/Relações com Investidores
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Fabio Abritta Filho;Diretor Presidente/Relações com Investidores
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Fabio Abritta Filho;Diretor de Relações com Investidores
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;Douglas Longhi;Diretor Presidente
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;André de Paula Yusiasu;Diretor de Relações com Investidores
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;José Pedro Guerreiro Bartolomeu;Diretor Presidente/Relações com Investidores
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Henrique Antero Pio Marchesi;Diretor Presidente
