CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;322108;Capital Subscrito;2024-04-26;1091126956.34;Não aplicável;82950889;0;82950889
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;322109;Capital Integralizado;2024-04-26;1091126956.34;;82950889;0;82950889
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;322110;Capital Autorizado;2020-12-08;1088215475.70;;0;0;0
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;323034;Capital Emitido;2024-08-01;2135496103.82;;265367214;0;265367214
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;323035;Capital Subscrito;2024-08-01;2135496103.82;;265367214;0;265367214
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;323036;Capital Integralizado;2024-08-01;2135496103.82;;265367214;0;265367214
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;323037;Capital Autorizado;2024-08-01;4000000000.00;;0;0;0
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;320690;Capital Autorizado;2014-04-24;1200000000.00;;0;0;0
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;320691;Capital Integralizado;2024-08-01;432715361.92;01/08/2024;20390801;0;20390801
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;320692;Capital Subscrito;2024-01-08;432715361.92;08/01/2024;20390801;0;20390801
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;320693;Capital Emitido;2024-01-08;432715361.92;08/01/2024;20390801;0;20390801
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;322938;Capital Emitido;2019-11-12;896557588.73;N/A;284014325;0;284014325
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;322939;Capital Subscrito;2019-11-12;896557588.73;N/A;284014325;0;284014325
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;322940;Capital Integralizado;2019-11-12;896557588.73;N/A;284014325;0;284014325
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;322941;Capital Autorizado;2011-05-30;0.00;N/A;350000000;0;350000000
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;319906;Capital Emitido;2020-02-11;1391513340.28;;84909375;0;84909375
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;319907;Capital Subscrito;2020-02-11;1391513340.28;;84909375;0;84909375
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;319908;Capital Integralizado;2020-02-11;1391513340.28;;84909375;0;84909375
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;319909;Capital Autorizado;2020-02-11;0.00;;41849105;0;41849105
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;322288;Capital Emitido;2024-07-31;11971561384.53;Não aplicável;464179128;0;464179128
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;322289;Capital Subscrito;2024-07-31;11971561384.53;Não aplicável;464179128;0;464179128
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;322290;Capital Integralizado;2024-07-31;11971561384.53;Não aplicável;464179128;0;464179128
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;322291;Capital Autorizado;2024-07-31;0.00;Não aplicável;1417001307;0;1417001307
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;322504;Capital Integralizado;2024-07-10;3147024751.52;N/A;651756313;0;651756313
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;322505;Capital Subscrito;2024-09-05;3147024751.52;N/A;651756313;0;651756313
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;322506;Capital Emitido;2024-09-05;3147024751.52;N/A;651756313;0;651756313
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;322507;Capital Autorizado;2022-04-29;0.00;N/A;800000000;0;800000000
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;320170;Capital Emitido;2020-08-06;1035325236.61;;50602842;0;50602842
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;320171;Capital Subscrito;2020-08-06;1035325236.61;;50602842;0;50602842
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;320172;Capital Integralizado;2020-08-06;1035325236.61;;50602842;0;50602842
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;320173;Capital Autorizado;2020-03-03;1000000000.00;;0;0;0
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;321985;Capital Emitido;2024-04-29;1109029255.41;Integralizado;206269341;0;206269341
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;321986;Capital Subscrito;2024-04-29;1109029255.41;Integralizado;206269341;0;206269341
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;321987;Capital Integralizado;2024-04-29;1109029255.41;Integralizado;206269341;0;206269341
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;321988;Capital Autorizado;2020-07-30;2000000000.00;Não aplicável;0;0;0
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;321402;Capital Integralizado;2021-12-31;4988455.00;;4988455;0;4988455
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;321403;Capital Integralizado;2020-12-31;4988455.00;;4988455;0;4988455
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;321404;Capital Integralizado;2019-11-22;13360658080.15;;13360658080;0;13360658080
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;321405;Capital Emitido;2018-04-30;13396000000.00;;13396000000;0;13396000000
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;321406;Capital Subscrito;2018-04-30;13396000000.00;;13396000000;0;13396000000
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;321407;Capital Autorizado;2022-12-31;13373545000.00;;13373545000;0;13373545000
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;322732;Capital Emitido;2023-08-01;2549392366.31;N/A;322820608;0;322820608
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;322733;Capital Subscrito;2023-08-01;2549392366.31;N/A;322820608;0;322820608
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;322734;Capital Integralizado;2023-08-01;2549392366.31;N/A;322820608;0;322820608
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;322735;Capital Autorizado;2021-02-01;0.00;N/A;1289221800;0;1289221800
12.489.315/0001-23;2024-12-31;1;138012;FERREIRA GOMES ENERGIA S.A.;315424;Capital Emitido;2020-12-18;818858328.14;;807080529;0;807080529
12.489.315/0001-23;2024-12-31;1;138012;FERREIRA GOMES ENERGIA S.A.;315425;Capital Subscrito;2020-12-18;818858328.14;;807080529;0;807080529
12.489.315/0001-23;2024-12-31;1;138012;FERREIRA GOMES ENERGIA S.A.;315426;Capital Integralizado;2020-12-18;818858328.14;;807080529;0;807080529
12.489.315/0001-23;2024-12-31;1;138012;FERREIRA GOMES ENERGIA S.A.;315427;Capital Autorizado;2014-07-10;0.00;;0;0;0
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;321832;Capital Emitido;2024-04-11;911975004.90;Já subscrito e integralizado;62120196;0;62120196
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;321833;Capital Subscrito;2024-04-11;911975004.90;Já subscrito e integralizado;62120196;0;62120196
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;321834;Capital Integralizado;2024-04-11;911975004.90;Já subscrito e integralizado;62120196;0;62120196
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;321835;Capital Autorizado;2020-08-20;1328024995.17;N/A;766213456;0;766213456
12.592.831/0001-89;2024-12-31;2;139813;MNLT S.A.;319700;Capital Emitido;2022-07-25;524.66;N/A;2260;10;2270
12.592.831/0001-89;2024-12-31;2;139813;MNLT S.A.;319701;Capital Subscrito;2022-07-25;524.66;N/A;2260;10;2270
12.592.831/0001-89;2024-12-31;2;139813;MNLT S.A.;319702;Capital Integralizado;2022-07-25;524.66;N/A;2260;10;2270
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322868;Capital Emitido;2023-10-31;1868510493.75;N/A;167041869;0;167041869
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322869;Capital Subscrito;2023-10-31;1868510493.75;N/A;167041869;0;167041869
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322870;Capital Integralizado;2023-10-31;1868510493.75;N/A;167041869;0;167041869
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322871;Capital Autorizado;2020-02-17;0.00;;332958131;0;332958131
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;323253;Capital Emitido;2020-09-01;1359468724.73;N/A;760382643;0;760382643
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;323254;Capital Subscrito;2020-09-01;1359468724.73;N/A;760382643;0;760382643
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;323255;Capital Integralizado;2020-09-01;1359468724.73;N/A;760382643;0;760382643
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;323256;Capital Autorizado;2020-09-01;2320000000.00;N/A;0;0;0
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;317453;Capital Emitido;2016-07-15;109378938.43;15/07/2016;8116936;0;8116936
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;317454;Capital Subscrito;2016-07-15;109378938.43;15/07/2016;8116936;0;8116936
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;317455;Capital Integralizado;2016-07-15;109378938.43;15/07/2016;8116936;0;8116936
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;317456;Capital Autorizado;2016-07-15;0.00;;15000000;0;15000000
13.009.717/0001-46;2024-12-31;5;142035;BCO ESTADO DE SERGIPE S.A. - BANESE;322916;Capital Integralizado;2024-08-20;589999874.68;N/A;9279477;9279477;18558954
13.009.717/0001-46;2024-12-31;5;142035;BCO ESTADO DE SERGIPE S.A. - BANESE;322917;Capital Autorizado;2018-02-26;0.00;N/A;12363068;12363068;24726136
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;315921;Capital Emitido;2019-06-28;417604403.51;;195509;0;195509
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;315922;Capital Subscrito;2019-06-28;417604403.51;;195509;0;195509
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;315923;Capital Integralizado;2019-06-28;417604403.51;;195509;0;195509
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;315924;Capital Autorizado;2013-04-24;0.00;;450000;0;450000
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;321272;Capital Emitido;2024-08-14;1934826782.61;;243797164;0;243797164
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;321273;Capital Subscrito;2024-08-14;1934826782.61;;243797164;0;243797164
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;321274;Capital Integralizado;2024-08-14;1934826782.61;;243797164;0;243797164
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;321275;Capital Autorizado;2017-11-14;0.00;;300000000;0;300000000
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;321908;Capital Emitido;2023-02-17;341499467.67;;773348067;0;773348067
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;321909;Capital Subscrito;2023-02-17;340644491.49;;773348067;0;773348067
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;321910;Capital Integralizado;2023-02-17;340644491.49;;773348067;0;773348067
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;321911;Capital Autorizado;2021-02-19;0.00;;850000000;0;850000000
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;317957;Capital Autorizado;2017-04-28;0.00;;6000000;0;6000000
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;317958;Capital Emitido;2024-06-06;1109332927.28;;2306238;0;2306238
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;317959;Capital Integralizado;2023-06-07;1109332927.28;;2306238;0;2306238
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;317960;Capital Subscrito;2024-06-06;1109332927.28;;2306238;0;2306238
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;319812;Capital Emitido;2023-03-13;62879277.64;Totalmente integralizado;11010000;0;11010000
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;319813;Capital Subscrito;2023-03-13;62879277.64;Totalmente integralizado;11010000;0;11010000
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;319814;Capital Integralizado;2023-03-13;62879277.64;Totalmente integralizado;11010000;0;11010000
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;319815;Capital Autorizado;2021-10-29;0.00;;0;0;23000000
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;323198;Capital Emitido;2020-11-17;1461068417.41;-;275355447;0;275355447
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;323199;Capital Subscrito;2020-11-17;1461068417.41;-;275355447;0;275355447
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;323200;Capital Integralizado;2020-11-17;1461068417.41;-;275355447;0;275355447
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;323201;Capital Autorizado;2020-09-29;0.00;;7335113;0;7335113
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;319590;Capital Emitido;2021-11-29;1022964296.97;Totalmente integralizado;314820171;31541101;346361272
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;319591;Capital Subscrito;2021-11-29;1022964296.97;Totalmente integralizado;314820171;31541101;346361272
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;319592;Capital Integralizado;2021-11-29;1022964296.97;;314820171;31541101;346361272
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;319593;Capital Autorizado;2021-08-26;0.00;;450000000;0;450000000
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;322249;Capital Emitido;2024-09-10;390406871.47;-;87169265;0;87169265
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;322250;Capital Subscrito;2024-09-10;390406871.47;-;87169265;0;87169265
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;322251;Capital Integralizado;2024-09-10;390406871.47;-;87169265;0;87169265
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;322252;Capital Autorizado;2020-09-01;2000000000.00;;0;0;0
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;323071;Capital Autorizado;2021-04-15;0.00;;35000000;0;35000000
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;323072;Capital Emitido;2024-03-29;298218502.67;;50855716;0;0
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;323073;Capital Integralizado;2024-03-29;298218502.67;;50855716;0;0
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;323074;Capital Subscrito;2024-03-29;298218502.67;;50855716;0;0
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;314885;Capital Emitido;2020-03-17;977661998.15;;108132505;0;108132505
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;314886;Capital Subscrito;2020-03-17;977661998.15;;108132505;0;108132505
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;314887;Capital Integralizado;2020-03-17;977661998.15;;108132505;0;108132505
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;314888;Capital Autorizado;2020-03-17;2000000000.00;;0;0;0
14.292.540/0001-09;2024-12-31;2;139364;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;318726;Capital Emitido;2022-11-03;108417531.00;N/A;108417531;0;108417531
14.292.540/0001-09;2024-12-31;2;139364;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;318727;Capital Subscrito;2022-11-03;108417531.00;N/A;108417531;0;108417531
14.292.540/0001-09;2024-12-31;2;139364;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;318728;Capital Integralizado;2022-11-03;106698528.00;31/12/2022;106698528;0;106698528
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;323170;Capital Emitido;2023-12-28;783063749.27;;1667815950;1629433514;3297249464
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;323171;Capital Subscrito;2023-12-28;783063749.27;;1667815950;1629433514;3297249464
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;323172;Capital Integralizado;2023-12-28;783063749.27;;1667815950;1629433514;3297249464
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;316981;Capital Emitido;2024-04-15;471284739.15;;110913149;0;110913149
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;316982;Capital Subscrito;2024-04-15;471284739.15;;110913149;0;110913149
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;316983;Capital Integralizado;2024-04-15;471284739.15;;110913149;0;110913149
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;316984;Capital Autorizado;2021-01-15;0.00;;250000000;0;250000000
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;323075;Capital Emitido;2021-01-21;1321141551.38;Não aplicável;103188981;0;103188981
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;323076;Capital Subscrito;2021-01-21;1321141551.38;Não aplicável;103188981;0;103188981
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;323077;Capital Integralizado;2021-01-21;1321141551.38;Não aplicável;103188981;0;103188981
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;323078;Capital Autorizado;2020-08-25;2270380000.00;Não aplicável;0;0;0
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;320550;Capital Integralizado;2023-12-15;1000370100.00;1.000.370.100,00;10800300000;0;10800300000
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;320551;Capital Subscrito;2023-12-15;1000370100.00;N/A;10800300000;0;10800300000
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;320552;Capital Emitido;2023-12-15;1000370100.00;N/A;10800300000;0;10800300000
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;317017;Capital Integralizado;2020-07-27;54625000.00;;2657920;5058480;7716400
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;317018;Capital Autorizado;2020-07-27;54625000.00;27/07/2020;1480000000;2900000000;4380000000
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;323162;Capital Emitido;2021-09-09;1362758733.71;N/A;138622434;0;138622434
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;323163;Capital Subscrito;2021-09-09;1362758733.71;N/A;138622434;0;138622434
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;323164;Capital Integralizado;2021-09-09;1362758733.71;N/A;138622434;0;138622434
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;323165;Capital Autorizado;2020-08-03;0.00;N/A;100000000;0;100000000
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;318888;Capital Integralizado;2024-06-24;135899646.61;;10690;8714;19404
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;317127;Capital Emitido;2020-03-18;1504802000.00;;0;2814667;2814667
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;315543;Capital Emitido;2021-09-10;1922550916.98;;1922550917;0;1922550917
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;315544;Capital Subscrito;2021-09-10;1922550916.98;;1922550917;0;1922550917
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;315545;Capital Integralizado;2021-09-10;1922550916.98;;1922550917;0;1922550917
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;315546;Capital Autorizado;2021-09-10;0.00;;0;0;0
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;316112;Capital Emitido;2023-11-17;716604454.00;;164955410;11239603;176195013
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;316113;Capital Integralizado;2023-11-17;716604454.00;;164955410;11239603;176195013
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;316114;Capital Subscrito;2023-11-17;716604454.00;;164955410;11239603;176195013
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;316545;Capital Integralizado;2023-04-11;140000000.00;;10158398;18860349;29018747
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;317807;Capital Subscrito;2018-07-27;818777352.40;;16235889;11920141;28156030
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;317808;Capital Integralizado;2018-07-27;2988161799.23;;151997609;110098478;262096087
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;317809;Capital Emitido;2018-03-20;882166634.32;;17620303;12716551;30336854
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;317810;Capital Autorizado;2018-07-27;3050000000.00;;0;0;0
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;316857;Capital Emitido;2023-08-28;1470395617.65;;29440000;58880000;88320000
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;316858;Capital Subscrito;2023-08-28;1470395617.65;;29440000;58880000;88320000
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;316859;Capital Integralizado;2023-08-28;1470395617.65;;29440000;58880000;88320000
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;316860;Capital Autorizado;2023-12-20;3000000000.00;;29440000;58880000;88320000
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;319080;Capital Emitido;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;319081;Capital Integralizado;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;319082;Capital Subscrito;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;321171;Capital Emitido;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;321172;Capital Integralizado;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;321173;Capital Subscrito;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;321836;Capital Emitido;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;321837;Capital Integralizado;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;321838;Capital Subscrito;2024-04-30;1278892981.92;N/A;940389990;0;940389990
15.413.826/0001-50;2024-12-31;2;141886;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;322517;Capital Emitido;2016-04-26;616732727.62;;647015;0;647015
15.413.826/0001-50;2024-12-31;2;141886;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;322518;Capital Subscrito;2016-04-26;616732727.62;;647015;0;647015
