CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;2169480.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2024-01-01;2024-12-31;Conselho de Administração;6.00;4.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0.000000;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;6.00;0.000000;10.12;0.00;8.56
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;6.00;0.000000;10.47;0.00;7.84
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.08;6.08;0.000000;7.14;0.00;3.69
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.25;6.00;0.000000;11.82;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.67;0.00;0.000000;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.134000;59.37;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.75;2.75;0.068000;59.46;0.00;73.58
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.75;2.75;0.000000;0.00;0.00;74.33
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.75;0.00;0.000000;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.42;3.00;0.278000;59.11;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.33;7.00;0.000000;39.66;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.67;0.000000;27.36;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;7.00;0.000000;46.54;0.00;42.31
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;0.000000;27.36;0.00;14.04
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;5.67;0.000000;48.44;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;1.00;0.000000;41.91;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;1.00;0.000000;41.91;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;5.00;0.000000;49.54;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0.990000;0.00;0.00;0.00
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;0.990000;0.00;0.00;0.00
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.17;8.17;0.990000;0.00;0.00;0.00
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.50;6.50;0.130000;0.00;0.00;0.00
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;2024-01-01;2024-12-31;Conselho de Administração;10.00;3.00;0.210000;0.00;0.00;0.00
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.09;5.00;3.380000;0.53;0.00;0.53
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;2.240000;0.53;0.00;0.53
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;1.120000;0.53;0.00;0.00
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.33;0.00;0.000000;0.00;0.00;0.00
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.66;5.00;1.120000;0.53;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Conselho de Administração;6.08;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Diretoria Estatutária;4.75;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Conselho de Administração;6.58;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.67;5.67;0.800000;0.01;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;2.810000;0.01;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.900000;3.81;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;3.810000;3.57;5.63;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;1.180000;4.71;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;5.000000;4.23;4.45;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;6.00;1.100000;0.01;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;3.850000;0.01;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.67;2.67;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.92;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;1.00;0.000000;2.91;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;5.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;2.00;0.080000;1.03;1.03;1.03
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.08;4.08;0.240000;1.03;1.03;1.03
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.040000;1.04;0.00;1.04
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.67;4.00;0.170000;1.04;0.00;1.04
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0.000000;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.040000;1.11;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;1.11;0.00;1.11
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;1.00;0.040000;1.23;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;1.00;0.00;0.000000;0.00;0.00;0.00
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0.000000;3.46;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.000000;3.46;0.00;3.46
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;2.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;3.00;0.580000;13.79;0.00;10.64
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.08;3.08;3.010000;12.61;15.04;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;3.00;0.500000;17.32;16.74;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1.360000;16.40;12.97;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.08;2.83;0.390000;18.54;13.74;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1.210000;17.83;22.92;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;3.00;0.410000;9.91;0.00;0.00
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.92;3.92;1.840000;7.52;0.00;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;1.00;11.509000;51.23;53.97;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;8.663000;60.78;62.24;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.85;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.74;1.00;5.815000;64.07;60.18;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;1.00;5.815000;62.83;0.00;0.00
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.50;1.100000;77.42;0.00;74.62
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.17;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;1.400000;77.99;0.00;57.71
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;2.800000;66.95;0.00;40.38
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;10.00;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;2.00;0.900000;63.61;0.00;74.82
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;3432950.00;0.00;343295.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.000000;5958065.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;0.000000;9.70;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.000000;9.70;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;43.000000;9.70;0.00;0.00
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;5.25;5.25;233.000000;9.83;75855.00;0.00
