CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;2.00;0;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;3.00;0;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;2.00;448192;16.08;18.49;-1080142.72
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho Fiscal;3.08;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Diretoria Estatutária;4.42;4.42;124749;20.03;16.64;422899.11
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;1498589;7.42;8.42;-1498589.00
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;2023-01-01;2023-12-31;Conselho Fiscal;2.92;0.00;0;0.00;0.00;0.00
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;292997;11.52;12.08;-164078.32
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.67;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;258024;5.87;9.33;-892763.04
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;269016;12.28;13.00;-193691.52
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.92;0.00;0;0.00;0.00;0.00
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;2.00;828563;5.45;7.03;-1309129.54
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;7.00;205205;32.16;32.16;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.02;0.00;0;0.00;0.00;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.75;0.00;0;0.00;0.00;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.25;0.00;0;0.00;0.00;0.00
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.83;6.83;0;0.00;0.00;0.00
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;6.42;917948;6.27;6.17;91794.80
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.67;6.67;547091;7.42;6.06;744043.76
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;506915;10.39;13.01;-1328117.30
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;12945;17.12;17.12;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.00;26.00;1579641;17.13;17.13;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;1.00;0;0.00;0.00;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;23688;15.25;15.25;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;26.00;26.00;1953314;15.47;15.47;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;5314;18.21;18.21;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;28.00;28.00;1849248;18.23;18.23;0.00
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;9.67;0;0.00;0.00;0.00
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.33;8.33;0;0.00;0.00;0.00
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;3.00;0;0.00;0.00;0.00
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;5589374;3.34;3.34;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.00;60912;0.00;25.02;-1524018.24
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;12.50;822884;0.00;25.00;-20572100.00
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;5.00;64998;0.00;49.21;-3198551.58
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.75;1.00;523348;0.00;48.90;-25591717.20
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.17;7.00;91736;0.00;13.59;-1246692.24
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;4.00;73025;0.00;13.49;-985107.25
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;2.00;0;0.00;0.00;0.00
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho Fiscal;6.00;6.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2024-01-01;2024-12-31;Conselho Fiscal;6.00;6.00;0;0.00;0.00;0.00
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;1.00;233333;0.00;9.67;-2256330.11
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;332284;0.00;9.03;-3000524.52
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;1.00;233334;0.00;13.10;-3056675.40
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;0.00;0;0.00;0.00;0.00
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.58;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;4.00;412535;29.48;14.51;6175648.95
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.22;4.00;137924;28.17;17.61;1456477.44
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.30;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.30;4.00;81754;22.08;13.73;682645.90
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2024-01-01;2024-12-31;Conselho de Administração;11.00;0.00;0;0.00;0.00;0.00
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
