CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;Sul;0;0;0
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Centro-Oeste;0;0;0
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Exterior;0;0;0
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Nordeste;4;13;2
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Norte;0;0;0
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Sudeste;85;170;17
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Sul;3;8;0
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Centro-Oeste;5;4;0
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Exterior;0;0;0
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Nordeste;14;13;1
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Norte;1;0;0
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Sudeste;146;185;4
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Sul;7;14;0
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Centro-Oeste;0;3;4
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Exterior;0;0;0
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Nordeste;1;3;1
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Norte;0;0;0
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Sudeste;367;3042;1503
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Sul;0;0;0
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Centro-Oeste;1345;1685;178
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Exterior;0;0;0
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Nordeste;7;75;4
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Norte;5;20;0
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Sudeste;17;121;24
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;Sul;3;34;6
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Centro-Oeste;0;0;0
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Exterior;0;0;0
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Nordeste;0;0;0
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Norte;0;0;0
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Sudeste;240;209;73
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Sul;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Centro-Oeste;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Exterior;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Nordeste;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Norte;0;0;0
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Sudeste;0;1;8
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Sul;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Centro-Oeste;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Exterior;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Nordeste;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Norte;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Sudeste;0;0;0
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;Sul;0;0;0
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Centro-Oeste;131;30;4
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Exterior;0;0;0
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Nordeste;25;8;2
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Norte;0;0;0
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Sudeste;1663;909;233
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Sul;0;0;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Centro-Oeste;0;0;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Exterior;0;0;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Nordeste;0;1;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Norte;0;0;0
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Sudeste;1030;1818;517
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Sul;0;1;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Centro-Oeste;0;0;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Exterior;0;0;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Nordeste;0;0;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Norte;0;0;0
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Sudeste;285;5799;3458
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Sul;0;0;0
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Centro-Oeste;115;126;67
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Exterior;739;1127;147
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Nordeste;58;11;0
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Norte;0;0;0
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Sudeste;3278;1545;275
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Sul;143;54;32
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Centro-Oeste;3;147;12
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Exterior;0;0;0
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Nordeste;0;0;0
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Norte;0;0;0
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Sudeste;1;24;0
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Sul;0;0;0
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Centro-Oeste;0;0;0
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Exterior;0;0;0
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Nordeste;23;29;11
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Norte;0;0;0
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Sudeste;937;1347;318
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Sul;0;0;0
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Centro-Oeste;1;6;1
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Exterior;0;0;0
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Nordeste;3;7;0
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Norte;1;0;0
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Sudeste;78;141;11
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Sul;2;8;0
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Centro-Oeste;351;240;20
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Exterior;0;0;0
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Nordeste;318;303;15
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Norte;69;42;0
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Sudeste;2882;2083;225
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Sul;434;274;26
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Centro-Oeste;5;6;1
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Exterior;0;0;0
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Nordeste;0;0;1
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Norte;0;0;0
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Sudeste;15;17;5
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Sul;0;0;0
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Centro-Oeste;2;2;1
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Exterior;0;0;0
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Nordeste;447;1227;165
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Norte;18;24;3
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Sudeste;892;2327;346
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Sul;51;54;8
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Centro-Oeste;34;125;32
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Exterior;0;0;0
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Nordeste;0;0;0
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Norte;0;0;0
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Sudeste;123;433;114
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Sul;29;59;2
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Centro-Oeste;0;0;0
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Exterior;0;0;0
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Nordeste;0;0;0
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Norte;0;0;0
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Sudeste;323;652;166
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Sul;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Centro-Oeste;276;509;43
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Exterior;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Nordeste;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Norte;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Sudeste;0;0;0
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Sul;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Centro-Oeste;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Exterior;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Nordeste;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Norte;0;0;0
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Sudeste;233;670;165
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Sul;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Exterior;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Nordeste;3970;3469;145
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Norte;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Sudeste;0;0;0
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Sul;0;0;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Centro-Oeste;2;4;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Exterior;0;0;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Nordeste;0;0;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Norte;0;0;0
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Sudeste;346;643;39
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Sul;46;26;0
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Centro-Oeste;15;20;1
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Exterior;11;49;5
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Nordeste;4;12;0
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Norte;6;12;0
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Sudeste;126;592;61
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Sul;8;33;5
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Centro-Oeste;249;445;74
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Exterior;0;0;0
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Nordeste;354;739;66
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Norte;143;322;55
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Sudeste;189;536;79
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Sul;2687;4180;745
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Centro-Oeste;0;1;0
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Exterior;0;0;0
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Nordeste;0;6;0
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Norte;0;0;0
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Sudeste;109;203;11
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Sul;0;10;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Centro-Oeste;0;0;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Exterior;0;0;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Nordeste;0;0;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Norte;0;0;0
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Sudeste;2;1;9
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Sul;0;0;0
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Centro-Oeste;119;231;28
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Exterior;91;90;11
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Nordeste;224;522;60
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Norte;75;126;7
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Sudeste;2021;2064;266
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Sul;147;289;52
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Centro-Oeste;0;0;0
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Exterior;0;0;0
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Nordeste;0;0;0
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Norte;0;0;0
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Sudeste;16;50;4
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Sul;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Exterior;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Nordeste;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Norte;0;0;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Sudeste;0;6;0
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;Sul;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Exterior;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Nordeste;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Norte;0;0;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Sudeste;0;6;0
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;Sul;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Centro-Oeste;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Exterior;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Nordeste;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Norte;0;0;0
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sudeste;4;124;28
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sul;0;0;0
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Centro-Oeste;86;109;8
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Exterior;0;0;0
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Nordeste;108;164;18
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Norte;0;0;0
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Sudeste;293;553;108
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Sul;22;40;12
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Centro-Oeste;4;120;1
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Exterior;0;0;0
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Nordeste;0;0;0
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Norte;0;0;0
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Sudeste;0;6;0
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Sul;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Centro-Oeste;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Exterior;11920;18190;3288
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Nordeste;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Norte;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Sudeste;0;0;0
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Sul;0;0;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Centro-Oeste;0;0;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Exterior;0;0;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Nordeste;0;0;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Norte;0;0;0
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Sudeste;369;672;220
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Sul;0;0;0
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Centro-Oeste;307;285;31
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Exterior;8;7;4
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Nordeste;16;41;8
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Norte;26;35;6
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Sudeste;680;1299;355
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Sul;112;189;56
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Exterior;0;0;0
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Nordeste;423;595;30
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Norte;0;0;0
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Sudeste;697;476;27
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Sul;0;0;0
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Centro-Oeste;0;0;0
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Exterior;0;0;0
