CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;2126210.00;4252420.00;4252420.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2023-01-01;2023-12-31;Conselho Fiscal;8.67;8.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;2126210.00;4252420.00;4252420.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022-01-01;2022-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022-01-01;2022-12-31;Conselho de Administração;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2024-01-01;2024-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;2717632.00;5435264.00;5435264.00;0.00;0.00;0.00;0.00;0.00
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2024-01-01;2024-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;1.00;60000.00;60000.00;0.00;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;785353.86;9974003.26;9974003.26;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;1.00;60000.00;60000.00;0.00;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;785353.86;9499050.72;9499050.72;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;785353.86;8131542.82;7969574.86;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;782017.86;8114862.82;7749876.81;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;11.83;11.83;0.00;15238333.33;15238333.33;11946000.00;0.00;5600000.00;5600000.00;5600000.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.08;11.08;0.00;5910000.00;5910000.00;5628900.50;0.00;3525000.00;3525000.00;1224000.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;11.42;11.42;0.00;5820000.00;5820000.00;4479000.00;0.00;3525000.00;3525000.00;705000.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;12.00;12.00;0.00;65000000.00;65000000.00;0.00;0.00;7000000.00;7000000.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;409138.80;0.00;0.00;0.00;0.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;387061.60;387061.60
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;712772.90;712772.90;0.00;0.00;0.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2021-01-01;2021-12-31;Conselho de Administração;8.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;370000.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Conselho de Administração;6.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Diretoria Estatutária;4.75;4.75;0.00;1800063.81;1800063.81;1409079.74;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Conselho Fiscal;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Conselho de Administração;6.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;4.50;0.00;1635530.00;1635530.00;1322795.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Conselho Fiscal;4.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.00;1551000.00;1551000.00;1294136.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Conselho Fiscal;4.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;2702111.08;2702111.08;2702111.08;0.00;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;5904563.90;10332986.83;7380704.88;0.00;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.67;5.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;4106740.82;9582395.26;6844568.04;6343820.93;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0.00;9249756.55;9249756.55;5365479.72;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;0.00;7708673.41;7708673.41;4890780.97;0.00;0.00;0.00;0.00
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.92;3.92;0.00;0.00;0.00;0.00;534883.32;1426355.52;1069766.64;1407272.04
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;316240.91;1417631.67;981437.31;642529.67
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;457846.86;1308583.08;981437.31;810673.67
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;713177.76;1545218.48;1069766.64;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0.00;2001511.80;2001511.80;0.00;0.00;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.67;2.67;0.00;3368997.72;3368997.72;0.00;0.00;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;5.00;0.00;1956192.00;1956192.00;0.00;0.00;0.00;0.00;1050866.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;3120010.00;3120010.00;0.00;0.00;0.00;0.00;16504.07
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.92;2.17;0.00;1956192.00;1956192.00;0.00;0.00;0.00;0.00;635702.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;3120010.00;3120010.00;0.00;0.00;0.00;0.00;1103084.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;5.00;0.00;2001511.80;2001511.80;0.00;0.00;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;3368997.72;3368997.72;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;2659620.59;9444566.92;7265051.48;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;2417836.90;8585969.93;6604592.25;4248655.49
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.67;4.67;0.00;0.00;0.00;0.00;1095886.75;8047382.34;6721188.80;1753598.06
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.08;4.08;0.00;2972339.00;0.00;2972339.00;1109297.00;4430562.00;4430562.00;3854677.39
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;2.00;0.00;0.00;0.00;137000.00;0.00;0.00;0.00;0.00
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;1018000.00;0.00;0.00;0.00;0.00
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;975000.00;1300000.00;1300000.00;0.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;926992.00;1158740.00;1158740.00;984429.34;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;450000.00;570000.00;570000.00;1612360.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;200000.00;300000.00;300000.00;148526.78;0.00;0.00;0.00;0.00
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.67;2.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.67;3.67;1624057.05;2436085.58;2030071.32;0.00;0.00;0.00;0.00;0.00
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;3.00;381763.32;572644.99;0.00;307568.15;2781835.03;4172752.54;0.00;1242709.69
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;2.75;1.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.25;3.33;264132.57;396198.85;330165.71;0.00;1723158.22;2584737.33;2153947.78;2331177.07
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.67;8.67;0.00;0.00;0.00;0.00;0.00;1145818.80;1145818.80;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;546000.00;546000.00;273000.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.75;8.75;0.00;0.00;0.00;0.00;0.00;1913450.00;1913450.00;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;60000.00;704164.60;1113400.00;0.00;0.00;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;36606.23;351419.76;292849.80;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;18031.40;270465.60;225388.00;108186.24
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
